Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income
E01000977,Croydon 022C,2995.00 ,1393.00 
E01000978,Croydon 022D,3753.00 ,2118.00 
E01000979,Croydon 022E,3773.00 ,2902.00 
E01000984,Croydon 022F,2689.00 ,1392.00 
E01001044,Croydon 023A,4501.00 ,4010.00 
E01001046,Croydon 023B,4478.00 ,4029.00 
E01001049,Croydon 023C,3561.00 ,4488.00 
E01001050,Croydon 023D,3350.00 ,2679.00 
E01001014,Croydon 024A,3795.00 ,850.00 
E01001042,Croydon 024B,2652.00 ,1126.00 
E01001165,Croydon 024C,2099.00 ,1816.00 
E01001166,Croydon 024D,1905.00 ,578.00 
E01001168,Croydon 024E,2467.00 ,2331.00 
E01001127,Croydon 025A,1775.00 ,3661.00 
E01001128,Croydon 025B,316.00 ,542.00 
E01001130,Croydon 025C,265.00 ,103.00 
E01001135,Croydon 025D,1930.00 ,3588.00 
E01001062,Croydon 026A,2590.00 ,3996.00 
E01001063,Croydon 026B,2373.00 ,3705.00 
E01001064,Croydon 026C,2373.00 ,3981.00 
E01001129,Croydon 026D,1693.00 ,4007.00 
E01001133,Croydon 026E,1258.00 ,3057.00 
E01001035,Croydon 027A,3725.00 ,2768.00 
E01001043,Croydon 027B,4301.00 ,1361.00 
E01001045,Croydon 027C,3540.00 ,2143.00 
E01001047,Croydon 027D,3178.00 ,1882.00 
E01001170,Croydon 027E,3199.00 ,1592.00 
E01001167,Croydon 028A,2689.00 ,1875.00 
E01001169,Croydon 028B,550.00 ,508.00 
E01001171,Croydon 028C,2009.00 ,1423.00 
E01001172,Croydon 028D,285.00 ,227.00 
E01001173,Croydon 028E,3874.00 ,1986.00 
E01001036,Croydon 029A,3538.00 ,4291.00 
E01001037,Croydon 029B,1966.00 ,1804.00 
E01001038,Croydon 029C,3639.00 ,2459.00 
E01001039,Croydon 029D,3199.00 ,4173.00 
E01001040,Croydon 029E,2823.00 ,2383.00 
E01001051,Croydon 030A,5.00 ,124.00 
E01001052,Croydon 030B,2.00 ,115.00 
E01001054,Croydon 030C,49.00 ,128.00 
E01001056,Croydon 030D,14.00 ,37.00 
E01001057,Croydon 030E,27.00 ,8.00 
E01001033,Croydon 031A,2642.00 ,2977.00 
E01001034,Croydon 031B,2603.00 ,3056.00 
E01001041,Croydon 031C,2153.00 ,1744.00 
E01001095,Croydon 031D,1819.00 ,2478.00 
E01001100,Croydon 031E,2570.00 ,3498.00 
E01001053,Croydon 032A,16.00 ,356.00 
E01001055,Croydon 032B,6.00 ,81.00 
E01001077,Croydon 032C,161.00 ,1254.00 
E01001078,Croydon 032D,20.00 ,343.00 
E01001082,Croydon 032E,30.00 ,254.00 
E01001120,Croydon 033A,973.00 ,3037.00 
E01001122,Croydon 033B,2844.00 ,4157.00 
E01001123,Croydon 033C,1762.00 ,3862.00 
E01001124,Croydon 033D,2883.00 ,4274.00 
E01001125,Croydon 033E,1842.00 ,3230.00 
E01001058,Croydon 034A,1040.00 ,2939.00 
E01001059,Croydon 034B,1081.00 ,2289.00 
E01001060,Croydon 034C,1028.00 ,2245.00 
E01001061,Croydon 034D,632.00 ,1316.00 
E01001065,Croydon 034E,1175.00 ,2659.00 
E01001066,Croydon 034F,91.00 ,392.00 
E01001119,Croydon 034G,995.00 ,3404.00 
E01001126,Croydon 034H,846.00 ,3215.00 
E01001032,Croydon 035A,2635.00 ,4266.00 
E01001101,Croydon 035B,2153.00 ,4203.00 
E01001102,Croydon 035C,2401.00 ,4009.00 
E01001107,Croydon 035D,3437.00 ,4244.00 
E01001108,Croydon 035E,3452.00 ,4417.00 
E01001076,Croydon 036A,23.00 ,249.00 
E01001079,Croydon 036B,35.00 ,139.00 
E01001080,Croydon 036C,4.00 ,38.00 
E01001081,Croydon 036D,1.00 ,152.00 
E01001073,Croydon 037A,2467.00 ,3455.00 
E01001092,Croydon 037B,3247.00 ,4179.00 
E01001093,Croydon 037C,2608.00 ,3130.00 
E01001096,Croydon 037D,2988.00 ,4327.00 
E01001097,Croydon 037E,3790.00 ,2396.00 
E01001098,Croydon 037F,2946.00 ,4447.00 
E01001028,Croydon 038A,3060.00 ,4419.00 
E01001029,Croydon 038B,2946.00 ,4072.00 
E01001030,Croydon 038C,2580.00 ,4349.00 
E01001031,Croydon 038D,2603.00 ,4234.00 
E01001094,Croydon 038E,3311.00 ,4565.00 
E01001103,Croydon 039A,1917.00 ,3633.00 
E01001105,Croydon 039B,658.00 ,1887.00 
E01001106,Croydon 039C,566.00 ,2722.00 
E01001121,Croydon 039D,1819.00 ,4089.00 
E01001069,Croydon 040A,2313.00 ,3919.00 
E01001070,Croydon 040B,1622.00 ,3030.00 
E01001075,Croydon 040C,1917.00 ,3291.00 
E01001099,Croydon 040D,1981.00 ,2899.00 
E01001015,Croydon 041A,1020.00 ,2525.00 
E01001016,Croydon 041B,2410.00 ,3488.00 
E01001023,Croydon 041C,779.00 ,1978.00 
E01001067,Croydon 041D,3227.00 ,4427.00 
E01001074,Croydon 041E,2787.00 ,2766.00 
E01001068,Croydon 042A,2946.00 ,3326.00 
E01001071,Croydon 042B,2130.00 ,3211.00 
E01001072,Croydon 042C,2635.00 ,4411.00 
E01001104,Croydon 042D,2720.00 ,4063.00 
E01001017,Croydon 043A,2905.00 ,4131.00 
E01001024,Croydon 043B,1749.00 ,3499.00 
E01001025,Croydon 043C,800.00 ,3505.00 
E01001026,Croydon 043D,1129.00 ,2817.00 
E01001027,Croydon 043E,1775.00 ,3691.00 
E01001018,Croydon 044A,1558.00 ,3620.00 
E01001019,Croydon 044B,2153.00 ,3991.00 
E01001020,Croydon 044C,1558.00 ,3258.00 
E01001021,Croydon 044D,112.00 ,626.00 
E01001022,Croydon 044E,1090.00 ,3606.00 
E01000990,Croydon 045A,143.00 ,325.00 
E01001189,Croydon 045B,649.00 ,2016.00 
E01001190,Croydon 045C,1237.00 ,1672.00 
E01001194,Croydon 045D,1682.00 ,2180.00 
E01032569,Croydon 045E,200.00 ,140.00 
E01001269,Ealing 001A,2652.00 ,2177.00 
E01001271,Ealing 001B,1786.00 ,1907.00 
E01001309,Ealing 001C,1715.00 ,2099.00 
E01001310,Ealing 001D,1866.00 ,1984.00 
E01001311,Ealing 001E,1216.00 ,941.00 
E01001307,Ealing 002A,2580.00 ,2635.00 
E01001308,Ealing 002B,3161.00 ,3040.00 
E01001312,Ealing 002C,2485.00 ,2070.00 
E01001313,Ealing 002D,2335.00 ,2414.00 
E01001314,Ealing 002E,1966.00 ,2640.00 
E01001315,Ealing 003A,954.00 ,1835.00 
E01001316,Ealing 003B,786.00 ,527.00 
E01001317,Ealing 003C,1141.00 ,1261.00 
E01001318,Ealing 003D,772.00 ,756.00 
E01001320,Ealing 003E,163.00 ,159.00 
E01001321,Ealing 003F,1857.00 ,1597.00 
E01001270,Ealing 004A,2066.00 ,2451.00 
E01001319,Ealing 004B,846.00 ,2035.00 
E01001322,Ealing 004C,1883.00 ,2037.00 
E01001323,Ealing 004D,2635.00 ,1858.00 
E01001341,Ealing 005A,1857.00 ,2017.00 
E01001342,Ealing 005B,2590.00 ,1929.00 
E01001343,Ealing 005C,1600.00 ,2287.00 
E01001345,Ealing 005D,1028.00 ,1449.00 
E01001265,Ealing 006A,1786.00 ,1743.00 
E01001266,Ealing 006B,2368.00 ,2448.00 
E01001267,Ealing 006C,1775.00 ,1145.00 
E01001272,Ealing 006D,2167.00 ,2389.00 
E01001349,Ealing 006E,864.00 ,1682.00 
E01001344,Ealing 007A,3505.00 ,2024.00 
E01001346,Ealing 007B,2231.00 ,2603.00 
E01001347,Ealing 007C,1567.00 ,2259.00 
E01001348,Ealing 007D,2245.00 ,2684.00 
E01001257,Ealing 008A,465.00 ,110.00 
E01001324,Ealing 008B,1457.00 ,1308.00 
E01001326,Ealing 008C,846.00 ,638.00 
E01001330,Ealing 008D,254.00 ,116.00 
E01001332,Ealing 008E,649.00 ,295.00 
E01001325,Ealing 009A,658.00 ,1206.00 
E01001327,Ealing 009B,641.00 ,1081.00 
E01001328,Ealing 009C,514.00 ,469.00 
E01001329,Ealing 009D,824.00 ,1284.00 
E01001331,Ealing 009E,344.00 ,197.00 
E01001258,Ealing 010B,1382.00 ,1707.00 
E01001262,Ealing 010C,658.00 ,947.00 
E01001263,Ealing 010D,818.00 ,794.00 
E01001264,Ealing 010E,1116.00 ,1282.00 
E01032743,Ealing 010F,2502.00 ,1283.00 
E01032744,Ealing 010G,988.00 ,746.00 
E01001276,Ealing 011A,2807.00 ,2147.00 
E01001277,Ealing 011B,3548.00 ,3041.00 
E01001278,Ealing 011C,3692.00 ,3033.00 
E01001280,Ealing 011D,4115.00 ,3845.00 
E01001218,Ealing 012A,1129.00 ,383.00 
E01001260,Ealing 012B,2344.00 ,1851.00 
E01001261,Ealing 012C,2485.00 ,1371.00 
E01001268,Ealing 012D,2089.00 ,3071.00 
E01001209,Ealing 013A,4103.00 ,4567.00 
E01001211,Ealing 013B,4056.00 ,4127.00 
E01001279,Ealing 013C,3931.00 ,4627.00 
E01001281,Ealing 013D,4245.00 ,4596.00 
E01001217,Ealing 014A,1175.00 ,1866.00 
E01001259,Ealing 014B,824.00 ,1495.00 
E01001291,Ealing 014C,1357.00 ,1479.00 
E01001292,Ealing 014D,1567.00 ,2179.00 
E01001293,Ealing 014E,1141.00 ,1429.00 
E01001196,Ealing 015A,1896.00 ,576.00 
E01001238,Ealing 015B,4788.00 ,1452.00 
E01001239,Ealing 015C,1708.00 ,1245.00 
E01001246,Ealing 015D,973.00 ,1310.00 
E01001247,Ealing 015E,3469.00 ,1982.00 
E01001210,Ealing 016A,1251.00 ,389.00 
E01001282,Ealing 016B,742.00 ,1001.00 
E01001283,Ealing 016C,1072.00 ,667.00 
E01001285,Ealing 016D,1507.00 ,2066.00 
E01001286,Ealing 016E,1612.00 ,1948.00 
E01001287,Ealing 016F,566.00 ,1213.00 
E01001294,Ealing 017A,1805.00 ,1314.00 
E01001295,Ealing 017B,1536.00 ,1583.00 
E01001296,Ealing 017C,833.00 ,1142.00 
E01001297,Ealing 017D,1515.00 ,1072.00 
E01001298,Ealing 017E,1409.00 ,631.00 
E01001204,Ealing 018A,3484.00 ,4082.00 
E01001205,Ealing 018B,2223.00 ,1650.00 
E01001206,Ealing 018C,1072.00 ,303.00 
E01001207,Ealing 018D,3859.00 ,3825.00 
E01001208,Ealing 018E,2990.00 ,4473.00 
E01001212,Ealing 018F,4056.00 ,4221.00 
E01001222,Ealing 019A,4766.00 ,2896.00 
E01001224,Ealing 019B,4181.00 ,4657.00 
E01001226,Ealing 019C,4170.00 ,4073.00 
E01001227,Ealing 019D,3964.00 ,4543.00 
E01001228,Ealing 019E,4421.00 ,4022.00 
E01001221,Ealing 020A,4672.00 ,3529.00 
E01001223,Ealing 020B,4194.00 ,4490.00 
E01001225,Ealing 020C,4521.00 ,4143.00 
E01001235,Ealing 020D,4521.00 ,4383.00 
E01001236,Ealing 020E,4234.00 ,3946.00 
E01001273,Ealing 020F,3925.00 ,4482.00 
E01001274,Ealing 020G,3178.00 ,4252.00 
E01001275,Ealing 020H,4618.00 ,3799.00 
E01001195,Ealing 021A,3006.00 ,2806.00 
E01001197,Ealing 021B,2831.00 ,2718.00 
E01001198,Ealing 021C,2831.00 ,3117.00 
E01001199,Ealing 021D,3169.00 ,2437.00 
E01001284,Ealing 022A,2009.00 ,3389.00 
E01001288,Ealing 022B,2517.00 ,3477.00 
E01001289,Ealing 022C,2451.00 ,3568.00 
E01001290,Ealing 022D,3838.00 ,3502.00 
E01001213,Ealing 023A,1600.00 ,437.00 
E01001214,Ealing 023B,2130.00 ,1526.00 
E01001215,Ealing 023C,1322.00 ,491.00 
E01001216,Ealing 023D,1813.00 ,1621.00 
E01001361,Ealing 023E,895.00 ,373.00 
E01001240,Ealing 024A,2106.00 ,1538.00 
E01001241,Ealing 024B,1587.00 ,2000.00 
E01001242,Ealing 024C,1842.00 ,2341.00 
E01001243,Ealing 024D,2492.00 ,1498.00 
E01001244,Ealing 024E,4442.00 ,1197.00 
E01001245,Ealing 024F,4208.00 ,3236.00 
E01001200,Ealing 025A,3279.00 ,3441.00 
E01001201,Ealing 025B,3354.00 ,3590.00 
E01001202,Ealing 025C,3407.00 ,1297.00 
E01001203,Ealing 025D,3227.00 ,1487.00 
E01001351,Ealing 025E,3576.00 ,1940.00 
E01001359,Ealing 026A,1587.00 ,348.00 
E01001360,Ealing 026B,1474.00 ,802.00 
E01001362,Ealing 026C,1786.00 ,388.00 
E01001363,Ealing 026D,355.00 ,283.00 
E01001364,Ealing 026E,730.00 ,143.00 
E01001365,Ealing 026F,1736.00 ,487.00 
E01001231,Ealing 027A,4295.00 ,4066.00 
E01001234,Ealing 027B,3829.00 ,3433.00 
E01001350,Ealing 027C,3522.00 ,3684.00 
E01001352,Ealing 027D,3505.00 ,3782.00 
E01001354,Ealing 027E,3917.00 ,3794.00 
E01001249,Ealing 028A,3898.00 ,1232.00 
E01001250,Ealing 028B,3423.00 ,1466.00 
E01001255,Ealing 028C,3247.00 ,4033.00 
E01001383,Ealing 028D,3976.00 ,3955.00 
E01001388,Ealing 028E,3065.00 ,2083.00 
E01001389,Ealing 028F,3711.00 ,3143.00 
E01001219,Ealing 029A,558.00 ,78.00 
E01001220,Ealing 029B,71.00 ,22.00 
E01001334,Ealing 029C,290.00 ,21.00 
E01001337,Ealing 029D,1558.00 ,1196.00 
E01001338,Ealing 029E,2066.00 ,1050.00 
E01001339,Ealing 029F,1090.00 ,543.00 
E01001340,Ealing 029G,2252.00 ,1457.00 
E01001251,Ealing 030A,3247.00 ,3225.00 
E01001252,Ealing 030B,2995.00 ,2187.00 
E01001253,Ealing 030C,2895.00 ,2843.00 
E01001254,Ealing 030D,3540.00 ,3589.00 
E01001229,Ealing 031A,1896.00 ,1711.00 
E01001230,Ealing 031B,3917.00 ,4407.00 
E01001232,Ealing 031C,2965.00 ,3352.00 
E01001233,Ealing 031D,2946.00 ,2929.00 
E01001237,Ealing 031E,4271.00 ,4449.00 
E01001386,Ealing 031F,4550.00 ,4548.00 
E01001303,Ealing 032A,4291.00 ,4381.00 
E01001382,Ealing 032B,3852.00 ,4570.00 
E01001384,Ealing 032C,4129.00 ,4056.00 
E01001385,Ealing 032D,4129.00 ,4319.00 
E01001387,Ealing 032E,3964.00 ,3932.00 
E01001353,Ealing 033A,3331.00 ,1994.00 
E01001355,Ealing 033B,3210.00 ,2256.00 
E01001356,Ealing 033C,1191.00 ,51.00 
E01001357,Ealing 033D,324.00 ,515.00 
E01001358,Ealing 033E,465.00 ,42.00 
E01001375,Ealing 034A,4547.00 ,4682.00 
E01001377,Ealing 034B,4553.00 ,4694.00 
E01001379,Ealing 034C,4435.00 ,4674.00 
E01001381,Ealing 034D,3618.00 ,3102.00 
E01001248,Ealing 035A,2531.00 ,3036.00 
E01001299,Ealing 035B,3815.00 ,4126.00 
E01001305,Ealing 035C,3936.00 ,4387.00 
E01001306,Ealing 035D,3971.00 ,4261.00 
E01001366,Ealing 037A,1116.00 ,270.00 
E01001367,Ealing 037B,856.00 ,65.00 
E01001368,Ealing 037C,730.00 ,483.00 
E01001370,Ealing 037D,1053.00 ,450.00 
E01001371,Ealing 037E,1258.00 ,198.00 
E01001372,Ealing 037F,755.00 ,252.00 
E01001373,Ealing 037G,482.00 ,223.00 
E01001333,Ealing 038A,1197.00 ,127.00 
E01001335,Ealing 038B,2623.00 ,2691.00 
E01001336,Ealing 038C,1488.00 ,1408.00 
E01001369,Ealing 038D,1648.00 ,230.00 
E01001300,Ealing 039A,3983.00 ,4463.00 
E01001301,Ealing 039B,4503.00 ,3480.00 
E01001302,Ealing 039C,3664.00 ,4027.00 
E01001304,Ealing 039D,3951.00 ,3953.00 
E01001374,Ealing 040A,4322.00 ,3910.00 
E01001376,Ealing 040B,3460.00 ,3074.00 
E01001380,Ealing 040C,4299.00 ,4290.00 
E01032572,Ealing 040D,4277.00 ,4216.00 
E01001444,Enfield 001A,824.00 ,988.00 
E01001446,Enfield 001B,730.00 ,548.00 
E01001546,Enfield 001C,456.00 ,736.00 
E01001552,Enfield 001D,742.00 ,1427.00 
E01001442,Enfield 002A,71.00 ,31.00 
E01001545,Enfield 002B,132.00 ,90.00 
E01001547,Enfield 002C,674.00 ,636.00 
E01001548,Enfield 002D,641.00 ,452.00 
E01001551,Enfield 002E,300.00 ,235.00 
E01001445,Enfield 003B,2298.00 ,884.00 
E01001447,Enfield 003C,901.00 ,162.00 
E01001448,Enfield 003D,1020.00 ,416.00 
E01001449,Enfield 003E,408.00 ,590.00 
E01033148,Enfield 003F,1367.00 ,844.00 
E01033150,Enfield 003G,2034.00 ,1183.00 
E01001408,Enfield 004A,2440.00 ,3206.00 
E01001411,Enfield 004B,2959.00 ,3126.00 
E01001412,Enfield 004C,1106.00 ,2244.00 
E01001413,Enfield 004D,2203.00 ,3895.00 
E01001414,Enfield 004E,604.00 ,234.00 
E01001407,Enfield 005A,1314.00 ,2516.00 
E01001409,Enfield 005B,1409.00 ,677.00 
E01001410,Enfield 005C,674.00 ,142.00 
E01001516,Enfield 005D,538.00 ,901.00 
E01001537,Enfield 005E,1990.00 ,2878.00 
E01001439,Enfield 006A,382.00 ,88.00 
E01001441,Enfield 006B,183.00 ,126.00 
E01001517,Enfield 006C,186.00 ,11.00 
E01001549,Enfield 006D,382.00 ,25.00 
E01001550,Enfield 006E,203.00 ,607.00 
E01001433,Enfield 007A,148.00 ,221.00 
E01001434,Enfield 007B,271.00 ,780.00 
E01001435,Enfield 007C,271.00 ,994.00 
E01001436,Enfield 007D,923.00 ,979.00 
E01001438,Enfield 007E,533.00 ,486.00 
E01001469,Enfield 008A,1917.00 ,2820.00 
E01001536,Enfield 008B,3199.00 ,3578.00 
E01001540,Enfield 008C,3130.00 ,3082.00 
E01001541,Enfield 008D,2531.00 ,3777.00 
E01001542,Enfield 008E,1528.00 ,1686.00 
E01001538,Enfield 009A,1367.00 ,3493.00 
E01001539,Enfield 009B,1775.00 ,3274.00 
E01001543,Enfield 009C,1276.00 ,3491.00 
E01001544,Enfield 009D,2089.00 ,3627.00 
E01001457,Enfield 010A,3295.00 ,3722.00 
E01001468,Enfield 010B,1736.00 ,3768.00 
E01001471,Enfield 010C,3006.00 ,3305.00 
E01001472,Enfield 010D,2823.00 ,3207.00 
E01001474,Enfield 010E,3522.00 ,4144.00 
E01001415,Enfield 011A,1911.00 ,2793.00 
E01001417,Enfield 011B,3161.00 ,4653.00 
E01001418,Enfield 011C,2608.00 ,2917.00 
E01001422,Enfield 011D,3268.00 ,4746.00 
E01001440,Enfield 012A,265.00 ,535.00 
E01001504,Enfield 012B,163.00 ,725.00 
E01001505,Enfield 012C,730.00 ,417.00 
E01001507,Enfield 012D,1062.00 ,119.00 
E01001508,Enfield 012E,1930.00 ,266.00 
E01001513,Enfield 012F,680.00 ,517.00 
E01001416,Enfield 013A,3111.00 ,4302.00 
E01001470,Enfield 013B,1943.00 ,3743.00 
E01001473,Enfield 013C,1266.00 ,2770.00 
E01001475,Enfield 013D,2917.00 ,4042.00 
E01001437,Enfield 014A,1402.00 ,148.00 
E01001506,Enfield 014B,482.00 ,160.00 
E01001509,Enfield 014C,604.00 ,189.00 
E01001510,Enfield 014D,33.00 ,3.00 
E01001405,Enfield 015A,2889.00 ,3223.00 
E01001406,Enfield 015B,1930.00 ,2142.00 
E01001450,Enfield 015C,2946.00 ,2269.00 
E01001512,Enfield 015D,2323.00 ,2265.00 
E01001515,Enfield 015E,1258.00 ,174.00 
E01001401,Enfield 016A,954.00 ,3021.00 
E01001478,Enfield 016B,514.00 ,1219.00 
E01001484,Enfield 016C,423.00 ,1144.00 
E01001511,Enfield 016D,1507.00 ,2163.00 
E01001514,Enfield 016E,1981.00 ,2085.00 
E01001518,Enfield 016F,2410.00 ,2759.00 
E01001451,Enfield 017A,2451.00 ,3742.00 
E01001452,Enfield 017B,2189.00 ,4382.00 
E01001453,Enfield 017C,3036.00 ,4119.00 
E01001454,Enfield 017D,3077.00 ,4220.00 
E01001476,Enfield 018A,705.00 ,809.00 
E01001477,Enfield 018B,604.00 ,311.00 
E01001481,Enfield 018C,489.00 ,627.00 
E01001502,Enfield 018D,689.00 ,346.00 
E01001503,Enfield 018E,818.00 ,635.00 
E01001520,Enfield 019A,2926.00 ,3160.00 
E01001522,Enfield 019B,3261.00 ,3317.00 
E01001523,Enfield 019C,2990.00 ,3692.00 
E01001524,Enfield 019D,2002.00 ,2871.00 
E01001526,Enfield 019E,2758.00 ,3753.00 
E01001419,Enfield 020A,3423.00 ,3091.00 
E01001420,Enfield 020B,1197.00 ,1608.00 
E01001421,Enfield 020C,1842.00 ,1062.00 
E01001519,Enfield 020D,4639.00 ,2879.00 
E01001525,Enfield 020E,3130.00 ,3137.00 
E01001398,Enfield 021A,1896.00 ,3921.00 
E01001399,Enfield 021B,1499.00 ,3607.00 
E01001400,Enfield 021C,1981.00 ,3621.00 
E01001402,Enfield 021D,3285.00 ,3805.00 
E01001403,Enfield 021E,1550.00 ,2641.00 
E01001455,Enfield 021F,2085.00 ,3549.00 
E01001456,Enfield 022A,2635.00 ,4457.00 
E01001564,Enfield 022B,3501.00 ,4139.00 
E01001567,Enfield 022C,3161.00 ,4303.00 
E01001568,Enfield 022D,2689.00 ,4345.00 
E01001569,Enfield 022E,3664.00 ,3767.00 
E01001479,Enfield 023A,762.00 ,440.00 
E01001482,Enfield 023B,658.00 ,212.00 
E01001487,Enfield 023C,762.00 ,177.00 
E01001489,Enfield 023D,604.00 ,405.00 
E01001491,Enfield 023E,943.00 ,282.00 
E01001459,Enfield 024A,981.00 ,885.00 
E01001460,Enfield 024B,597.00 ,193.00 
E01001462,Enfield 024C,423.00 ,424.00 
E01001480,Enfield 024D,786.00 ,867.00 
E01001488,Enfield 024E,916.00 ,752.00 
E01001483,Enfield 025A,71.00 ,36.00 
E01001485,Enfield 025B,641.00 ,173.00 
E01001486,Enfield 025C,689.00 ,77.00 
E01001492,Enfield 025E,1028.00 ,425.00 
E01033146,Enfield 025F,208.00 ,132.00 
E01033151,Enfield 025G,132.00 ,17.00 
E01001404,Enfield 026A,1141.00 ,2518.00 
E01001493,Enfield 026B,1883.00 ,1276.00 
E01001494,Enfield 026C,1175.00 ,2392.00 
E01001496,Enfield 026D,2147.00 ,3108.00 
E01001570,Enfield 026E,2502.00 ,2815.00 
E01001423,Enfield 027A,671.00 ,540.00 
E01001425,Enfield 027B,514.00 ,24.00 
E01001428,Enfield 027C,355.00 ,215.00 
E01001461,Enfield 027D,584.00 ,67.00 
E01001464,Enfield 027E,44.00 ,259.00 
E01001521,Enfield 028A,3753.00 ,3995.00 
E01001531,Enfield 028B,3337.00 ,4378.00 
E01001532,Enfield 028C,4096.00 ,4362.00 
E01001533,Enfield 028D,3055.00 ,4347.00 
E01001535,Enfield 028E,2313.00 ,3787.00 
E01001495,Enfield 029A,3611.00 ,3201.00 
E01001498,Enfield 029B,3514.00 ,2794.00 
E01001563,Enfield 029C,2972.00 ,3197.00 
E01001565,Enfield 029D,3194.00 ,3277.00 
E01001566,Enfield 029E,3753.00 ,4097.00 
E01001424,Enfield 030A,260.00 ,135.00 
E01001426,Enfield 030B,504.00 ,129.00 
E01001427,Enfield 030C,376.00 ,12.00 
E01001429,Enfield 030D,1430.00 ,18.00 
E01001430,Enfield 030E,112.00 ,5.00 
E01001463,Enfield 031A,509.00 ,1022.00 
E01001465,Enfield 031B,671.00 ,1068.00 
E01001466,Enfield 031C,696.00 ,326.00 
E01001467,Enfield 031D,1129.00 ,633.00 
E01001497,Enfield 031E,934.00 ,1450.00 
E01001499,Enfield 031F,1558.00 ,1965.00 
E01001392,Enfield 032A,3622.00 ,3484.00 
E01001528,Enfield 032B,696.00 ,209.00 
E01001529,Enfield 032C,1567.00 ,518.00 
E01001530,Enfield 032D,2099.00 ,2760.00 
E01001534,Enfield 032E,2921.00 ,3451.00 
E01001431,Enfield 033A,300.00 ,93.00 
E01001432,Enfield 033B,954.00 ,165.00 
E01001555,Enfield 033C,794.00 ,231.00 
E01001557,Enfield 033D,550.00 ,496.00 
E01001558,Enfield 033E,366.00 ,64.00 
E01001559,Enfield 033F,1340.00 ,226.00 
E01001394,Enfield 035A,1419.00 ,964.00 
E01001395,Enfield 035B,806.00 ,664.00 
E01001397,Enfield 035C,2531.00 ,1149.00 
E01001500,Enfield 035D,1768.00 ,2862.00 
E01001556,Enfield 035E,1090.00 ,1394.00 
E01001560,Enfield 035F,680.00 ,644.00 
E01001390,Enfield 036A,4232.00 ,3363.00 
E01001391,Enfield 036B,2644.00 ,1339.00 
E01001393,Enfield 036C,4198.00 ,2556.00 
E01001396,Enfield 036D,1331.00 ,1814.00 
E01001501,Enfield 036E,3236.00 ,2208.00 
E01001527,Enfield 036F,2874.00 ,3448.00 
E01001458,Enfield 037A,456.00 ,29.00 
E01001553,Enfield 037B,186.00 ,106.00 
E01001554,Enfield 037C,434.00 ,9.00 
E01001562,Enfield 037D,839.00 ,72.00 
E01032574,Enfield 037E,1166.00 ,369.00 
E01001690,Greenwich 001A,1578.00 ,886.00 
E01001692,Greenwich 001B,413.00 ,594.00 
E01001693,Greenwich 001C,538.00 ,473.00 
E01001694,Greenwich 001D,1678.00 ,1580.00 
E01001687,Greenwich 002A,514.00 ,1216.00 
E01001688,Greenwich 002B,3683.00 ,1869.00 
E01033739,Greenwich 002E,2057.00 ,1897.00 
E01033740,Greenwich 002F,2307.00 ,2545.00 
E01033741,Greenwich 002G,2768.00 ,2240.00 
E01033743,Greenwich 002H,2895.00 ,2090.00 
E01033745,Greenwich 002I,2381.00 ,2304.00 
E01001575,Greenwich 003A,566.00 ,478.00 
E01001576,Greenwich 003B,382.00 ,455.00 
E01001577,Greenwich 003C,1072.00 ,463.00 
E01001578,Greenwich 003D,2057.00 ,1448.00 
E01001579,Greenwich 003E,674.00 ,893.00 
E01001709,Greenwich 004B,329.00 ,707.00 
E01001711,Greenwich 004C,2078.00 ,1770.00 
E01001712,Greenwich 004D,2368.00 ,827.00 
E01033731,Greenwich 004E,2559.00 ,3308.00 
E01033734,Greenwich 004F,3257.00 ,3310.00 
E01033735,Greenwich 004G,1749.00 ,1037.00 
E01033736,Greenwich 004H,3595.00 ,4198.00 
E01033737,Greenwich 004I,800.00 ,521.00 
E01001705,Greenwich 005A,1499.00 ,309.00 
E01001706,Greenwich 005B,482.00 ,645.00 
E01001708,Greenwich 005C,2580.00 ,2953.00 
E01001710,Greenwich 005D,604.00 ,82.00 
E01001713,Greenwich 005E,514.00 ,276.00 
E01001672,Greenwich 006A,1966.00 ,986.00 
E01001673,Greenwich 006B,1123.00 ,233.00 
E01001674,Greenwich 006C,1474.00 ,1569.00 
E01001675,Greenwich 006D,1930.00 ,1195.00 
E01001677,Greenwich 006E,2323.00 ,1691.00 
E01001631,Greenwich 007B,1558.00 ,248.00 
E01001632,Greenwich 007C,3029.00 ,1494.00 
E01001635,Greenwich 007D,1857.00 ,1883.00 
E01001636,Greenwich 007E,1682.00 ,1426.00 
E01033742,Greenwich 007F,2889.00 ,3152.00 
E01033744,Greenwich 007G,1883.00 ,1550.00 
E01001571,Greenwich 008A,1141.00 ,2131.00 
E01001572,Greenwich 008B,1657.00 ,2295.00 
E01001573,Greenwich 008C,846.00 ,2059.00 
E01001574,Greenwich 008D,730.00 ,364.00 
E01001629,Greenwich 009A,2106.00 ,474.00 
E01001633,Greenwich 009B,947.00 ,602.00 
E01001634,Greenwich 009C,329.00 ,292.00 
E01001637,Greenwich 009D,1896.00 ,1318.00 
E01001695,Greenwich 011A,895.00 ,278.00 
E01001696,Greenwich 011B,208.00 ,83.00 
E01001697,Greenwich 011C,2538.00 ,879.00 
