Codes,Names, Census_Population_All Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income
E01003040,Lambeth 013D,1288.00 ,15.09 ,340000.00 ,4.98 ,679.00 ,61940.93 
E01003041,Lambeth 017C,1613.00 ,9.60 ,242000.00 ,6.69 ,639.00 ,38096.46 
E01003042,Lambeth 013E,1043.00 ,9.57 ,310000.00 ,7.96 ,478.00 ,42374.98 
E01003043,Lambeth 018A,1634.00 ,10.34 ,371000.00 ,6.61 ,842.00 ,51295.91 
E01003044,Lambeth 018B,1238.00 ,6.72 ,212000.00 ,14.70 ,301.00 ,32821.51 
E01003045,Lambeth 011A,1971.00 ,11.42 ,193750.00 ,13.38 ,402.00 ,30790.57 
E01003046,Lambeth 009A,1741.00 ,9.48 ,195000.00 ,14.32 ,361.00 ,29523.17 
E01003047,Lambeth 011B,1627.00 ,18.06 ,256500.00 ,9.93 ,519.00 ,34692.80 
E01003048,Lambeth 009B,1764.00 ,12.14 ,147000.00 ,16.78 ,322.00 ,28638.93 
E01003049,Lambeth 011C,1695.00 ,11.90 ,258250.00 ,11.55 ,404.00 ,31277.71 
E01003050,Lambeth 016B,1650.00 ,9.81 ,292475.00 ,6.46 ,848.00 ,44377.03 
E01003051,Lambeth 018C,1643.00 ,18.34 ,272500.00 ,12.90 ,476.00 ,33637.08 
E01003052,Lambeth 016C,1821.00 ,12.59 ,188000.00 ,15.69 ,365.00 ,29249.29 
E01003053,Lambeth 015B,1728.00 ,11.59 ,406500.00 ,5.08 ,1062.00 ,59845.00 
E01003054,Lambeth 015C,1832.00 ,8.77 ,375000.00 ,4.26 ,1234.00 ,64500.66 
E01003055,Lambeth 016D,1490.00 ,13.68 ,291250.00 ,7.40 ,761.00 ,45167.22 
E01003056,Lambeth 015D,1935.00 ,8.31 ,339562.50 ,5.62 ,1071.00 ,46896.90 
E01003057,Lambeth 017D,1678.00 ,9.63 ,340000.00 ,8.57 ,661.00 ,38111.77 
E01003058,Lambeth 015E,1931.00 ,9.11 ,312500.00 ,4.64 ,1136.00 ,53726.79 
E01003059,Lambeth 011D,1634.00 ,7.74 ,190000.00 ,10.27 ,357.00 ,30383.39 
E01003060,Lambeth 011E,1558.00 ,8.52 ,174000.00 ,10.78 ,281.00 ,27921.78 
E01003061,Lambeth 011F,1246.00 ,7.94 ,267000.00 ,8.97 ,391.00 ,36408.74 
E01003062,Lambeth 033A,1668.00 ,13.56 ,222500.00 ,6.82 ,697.00 ,45695.25 
E01003063,Lambeth 033B,1432.00 ,12.31 ,214000.00 ,12.15 ,383.00 ,33011.71 
E01003064,Lambeth 028A,1536.00 ,15.25 ,317950.00 ,5.64 ,743.00 ,61755.30 
E01003065,Lambeth 031A,1472.00 ,12.25 ,209000.00 ,13.15 ,286.00 ,31721.51 
E01003066,Lambeth 028B,1688.00 ,34.48 ,216000.00 ,8.34 ,449.00 ,36738.64 
E01003067,Lambeth 033C,1471.00 ,15.01 ,413000.00 ,5.63 ,554.00 ,52366.07 
E01003068,Lambeth 031B,1592.00 ,17.81 ,299000.00 ,9.85 ,382.00 ,38362.90 
E01003069,Lambeth 033D,1361.00 ,23.50 ,230000.00 ,11.34 ,346.00 ,38374.20 
E01003070,Lambeth 033E,1492.00 ,12.81 ,249000.00 ,15.47 ,342.00 ,33952.36 
E01003071,Lambeth 018D,2278.00 ,17.76 ,401625.00 ,4.93 ,1291.00 ,60146.31 
E01003072,Lambeth 014A,1848.00 ,20.76 ,550000.00 ,5.18 ,885.00 ,64617.72 
E01003073,Lambeth 014B,1697.00 ,16.89 ,374750.00 ,9.74 ,565.00 ,40934.53 
E01003074,Lambeth 018E,2364.00 ,71.11 ,327500.00 ,7.33 ,1114.00 ,53106.48 
E01003075,Lambeth 009C,1633.00 ,7.81 ,360000.00 ,13.27 ,280.00 ,28159.28 
E01003076,Lambeth 014C,1915.00 ,37.61 ,230000.00 ,6.51 ,798.00 ,42362.25 
E01003077,Lambeth 014D,1792.00 ,10.34 ,250000.00 ,6.10 ,743.00 ,41847.79 
E01003078,Lambeth 014E,1580.00 ,20.87 ,360000.00 ,3.87 ,738.00 ,69892.77 
E01003079,Lambeth 027A,1797.00 ,22.17 ,192000.00 ,9.04 ,521.00 ,38133.72 
E01003080,Lambeth 027B,1603.00 ,12.76 ,244950.00 ,8.61 ,623.00 ,48233.25 
E01003081,Lambeth 028C,1783.00 ,20.55 ,315000.00 ,9.78 ,560.00 ,39388.71 
E01003082,Lambeth 031C,1452.00 ,12.55 ,187250.00 ,12.03 ,386.00 ,36929.84 
E01003083,Lambeth 030A,1508.00 ,14.83 ,406000.00 ,8.12 ,498.00 ,53433.38 
E01003084,Lambeth 030B,1611.00 ,14.11 ,252375.00 ,8.14 ,635.00 ,54069.97 
E01003085,Lambeth 030C,1734.00 ,22.48 ,342250.00 ,6.08 ,522.00 ,48467.31 
E01003086,Lambeth 031D,1611.00 ,14.56 ,172500.00 ,15.01 ,307.00 ,32298.80 
E01003087,Lambeth 031E,1664.00 ,13.25 ,158000.00 ,15.64 ,278.00 ,29236.28 
E01003088,Lambeth 010A,1817.00 ,9.44 ,389000.00 ,8.60 ,777.00 ,39402.69 
E01003089,Lambeth 008A,1874.00 ,13.26 ,207000.00 ,9.95 ,447.00 ,31783.19 
E01003090,Lambeth 012D,2279.00 ,14.12 ,381500.00 ,4.59 ,1254.00 ,49368.15 
E01003091,Lambeth 008B,1667.00 ,8.04 ,245000.00 ,8.23 ,588.00 ,38105.69 
E01003092,Lambeth 008C,1787.00 ,15.77 ,260000.00 ,11.61 ,483.00 ,32301.61 
E01003093,Lambeth 010B,2371.00 ,7.35 ,228750.00 ,11.75 ,556.00 ,31674.90 
E01003094,Lambeth 010C,1539.00 ,8.13 ,436250.00 ,6.64 ,694.00 ,43057.79 
E01003095,Lambeth 012E,1838.00 ,15.49 ,335000.00 ,5.39 ,927.00 ,59785.56 
E01003096,Lambeth 010D,2071.00 ,14.28 ,317500.00 ,5.27 ,1247.00 ,56519.10 
E01003097,Lambeth 006A,1671.00 ,9.81 ,248750.00 ,8.89 ,435.00 ,32700.35 
E01003098,Lambeth 005A,1558.00 ,8.03 ,670000.00 ,7.54 ,642.00 ,42739.71 
E01003099,Lambeth 005B,1590.00 ,30.42 ,247500.00 ,5.99 ,645.00 ,38957.51 
E01003100,Lambeth 005C,1942.00 ,10.16 ,271250.00 ,3.10 ,1248.00 ,57545.05 
E01003101,Lambeth 003A,1568.00 ,11.59 ,235000.00 ,6.25 ,619.00 ,39921.62 
E01003102,Lambeth 004A,1738.00 ,16.59 ,367000.00 ,7.17 ,893.00 ,49440.49 
E01003104,Lambeth 004C,1608.00 ,8.18 ,310500.00 ,4.69 ,739.00 ,41224.60 
E01003105,Lambeth 003B,1673.00 ,9.58 ,260000.00 ,8.15 ,558.00 ,36482.82 
E01003106,Lambeth 003C,1962.00 ,11.90 ,378000.00 ,7.08 ,883.00 ,49162.28 
E01003107,Lambeth 003D,1912.00 ,12.95 ,470000.00 ,5.05 ,1049.00 ,60736.81 
E01003108,Lambeth 002B,1555.00 ,8.01 ,225000.00 ,10.38 ,487.00 ,36034.69 
E01003109,Lambeth 003E,2255.00 ,26.62 ,355000.00 ,8.61 ,817.00 ,38101.81 
E01003110,Lambeth 002C,1873.00 ,15.07 ,357500.00 ,4.35 ,952.00 ,57543.90 
E01003111,Lambeth 002D,1530.00 ,7.35 ,252075.00 ,14.75 ,292.00 ,29401.41 
E01003112,Lambeth 002E,1502.00 ,14.86 ,353000.00 ,8.81 ,472.00 ,36673.92 
E01003113,Lambeth 032A,1988.00 ,16.45 ,228250.00 ,6.14 ,768.00 ,42461.49 
E01003114,Lambeth 032B,1817.00 ,19.84 ,242000.00 ,6.22 ,717.00 ,44469.06 
E01003115,Lambeth 034A,1618.00 ,10.88 ,293750.00 ,8.49 ,577.00 ,42967.46 
E01003116,Lambeth 029A,1598.00 ,28.16 ,249999.00 ,5.26 ,613.00 ,54740.08 
E01003117,Lambeth 029B,1926.00 ,16.76 ,250000.00 ,6.50 ,804.00 ,45552.66 
E01003118,Lambeth 029C,1735.00 ,21.15 ,241500.00 ,5.72 ,719.00 ,53502.66 
E01003119,Lambeth 032C,1885.00 ,17.07 ,237500.00 ,6.63 ,743.00 ,45458.09 
E01003120,Lambeth 032D,1983.00 ,14.56 ,222500.00 ,9.27 ,651.00 ,37501.69 
E01003121,Lambeth 006B,1624.00 ,6.18 ,215000.00 ,13.72 ,302.00 ,30948.91 
E01003122,Lambeth 004D,1813.00 ,10.32 ,370000.00 ,7.02 ,787.00 ,39610.61 
E01003123,Lambeth 006C,1489.00 ,14.46 ,346000.00 ,6.15 ,756.00 ,57306.32 
E01003124,Lambeth 006D,1444.00 ,8.13 ,231000.00 ,7.39 ,468.00 ,35330.95 
E01003125,Lambeth 006E,1762.00 ,7.29 ,191000.00 ,13.24 ,328.00 ,28626.94 
E01003126,Lambeth 008D,1532.00 ,9.79 ,215000.00 ,8.68 ,447.00 ,34821.27 
E01003127,Lambeth 010E,1773.00 ,13.43 ,378000.00 ,9.73 ,710.00 ,42602.21 
E01003128,Lambeth 008E,1501.00 ,8.67 ,205000.00 ,11.87 ,362.00 ,30898.27 
E01003129,Lambeth 004E,1839.00 ,8.64 ,290000.00 ,7.42 ,781.00 ,42493.66 
E01003130,Lambeth 026A,1740.00 ,14.77 ,227000.00 ,6.00 ,727.00 ,50774.26 
E01003131,Lambeth 026B,1447.00 ,18.30 ,322500.00 ,5.03 ,625.00 ,57064.43 
E01003132,Lambeth 024A,1522.00 ,14.23 ,204500.00 ,10.62 ,351.00 ,33668.04 
E01003133,Lambeth 027C,1719.00 ,17.38 ,250000.00 ,8.30 ,688.00 ,48519.78 
E01003134,Lambeth 027D,1556.00 ,16.12 ,305000.00 ,7.32 ,567.00 ,51833.01 
E01003135,Lambeth 026C,1684.00 ,10.32 ,265000.00 ,8.26 ,584.00 ,40324.83 
E01003136,Lambeth 022A,1583.00 ,11.65 ,187500.00 ,7.77 ,607.00 ,39332.85 
E01003137,Lambeth 022B,1475.00 ,11.27 ,161500.00 ,11.64 ,412.00 ,33367.63 
E01003138,Lambeth 026D,1537.00 ,13.24 ,365000.00 ,3.59 ,839.00 ,68409.33 
E01003139,Lambeth 035A,1564.00 ,12.76 ,247000.00 ,6.10 ,398.00 ,38768.28 
E01003140,Lambeth 035B,1489.00 ,13.84 ,262500.00 ,7.65 ,363.00 ,40261.23 
E01003141,Lambeth 034B,1715.00 ,16.31 ,250000.00 ,8.55 ,511.00 ,39841.70 
E01003142,Lambeth 035C,1359.00 ,13.74 ,238000.00 ,10.18 ,276.00 ,36681.50 
E01003143,Lambeth 035D,1434.00 ,16.14 ,248000.00 ,8.46 ,308.00 ,35608.98 
E01003144,Lambeth 034C,1569.00 ,50.51 ,495000.00 ,7.24 ,563.00 ,65528.05 
E01003145,Lambeth 034D,1699.00 ,16.58 ,201250.00 ,8.18 ,593.00 ,41106.61 
E01003146,Lambeth 035E,1517.00 ,12.25 ,240000.00 ,9.98 ,328.00 ,36968.08 
E01003147,Lambeth 034E,1990.00 ,17.70 ,250000.00 ,7.91 ,618.00 ,41221.31 
E01003148,Lambeth 032E,1792.00 ,19.43 ,247500.00 ,6.67 ,666.00 ,46828.35 
E01003149,Lambeth 030D,1791.00 ,26.57 ,210000.00 ,7.04 ,665.00 ,55443.24 
E01003150,Lambeth 032F,1716.00 ,16.22 ,175750.00 ,10.54 ,529.00 ,37184.31 
E01003151,Lambeth 026E,1961.00 ,13.45 ,200750.00 ,12.04 ,465.00 ,30048.64 
E01003152,Lambeth 027E,1945.00 ,22.02 ,310000.00 ,4.87 ,765.00 ,51708.85 
E01003153,Lambeth 029D,2066.00 ,12.22 ,225000.00 ,4.75 ,909.00 ,44653.09 
E01003154,Lambeth 030E,1839.00 ,18.72 ,250000.00 ,10.62 ,472.00 ,36350.80 
E01003155,Lambeth 029E,1796.00 ,16.50 ,317500.00 ,5.89 ,655.00 ,50678.87 
E01003156,Lambeth 023B,1555.00 ,11.68 ,369000.00 ,6.28 ,701.00 ,54713.88 
E01003157,Lambeth 023C,1549.00 ,16.77 ,636277.50 ,5.53 ,792.00 ,72124.15 
E01003158,Lambeth 023D,1596.00 ,12.41 ,412500.00 ,2.49 ,960.00 ,75689.33 
E01003159,Lambeth 022C,1473.00 ,14.48 ,223750.00 ,8.51 ,437.00 ,36228.33 
E01003160,Lambeth 022D,1462.00 ,10.10 ,675000.00 ,9.85 ,305.00 ,30378.66 
E01003161,Lambeth 023E,1250.00 ,11.89 ,627000.00 ,5.28 ,579.00 ,52697.41 
E01003162,Lambeth 022E,2126.00 ,10.93 ,184975.00 ,14.67 ,367.00 ,29046.51 
E01003163,Lambeth 023F,1515.00 ,20.02 ,400000.00 ,6.35 ,605.00 ,51689.41 
E01003164,Lambeth 025A,2120.00 ,18.15 ,245000.00 ,8.06 ,797.00 ,41688.00 
E01003165,Lambeth 025B,1610.00 ,18.32 ,387500.00 ,5.20 ,646.00 ,52192.08 
E01003166,Lambeth 028D,2290.00 ,23.14 ,217500.00 ,8.11 ,902.00 ,45226.35 
E01003167,Lambeth 028E,1723.00 ,19.90 ,461500.00 ,4.95 ,810.00 ,68961.62 
E01003168,Lambeth 025C,1584.00 ,20.75 ,249000.00 ,13.33 ,326.00 ,34203.69 
E01003169,Lambeth 025D,2455.00 ,19.01 ,285000.00 ,8.47 ,1010.00 ,46323.27 
E01003170,Lambeth 025E,1859.00 ,32.18 ,400500.00 ,4.78 ,921.00 ,69572.64 
E01003171,Lambeth 020B,1745.00 ,10.43 ,247000.00 ,7.54 ,805.00 ,41301.96 
E01003172,Lambeth 024B,1949.00 ,12.19 ,196000.00 ,11.23 ,596.00 ,36046.57 
E01003173,Lambeth 020C,1610.00 ,12.53 ,305000.00 ,4.84 ,747.00 ,54718.06 
E01003174,Lambeth 024C,2045.00 ,15.16 ,220000.00 ,11.52 ,411.00 ,29746.24 
E01003175,Lambeth 024D,1610.00 ,12.13 ,215000.00 ,12.21 ,330.00 ,34393.73 
E01003176,Lambeth 016E,1906.00 ,12.71 ,187475.00 ,10.54 ,502.00 ,32409.49 
E01003177,Lambeth 020D,1648.00 ,9.72 ,342500.00 ,6.60 ,727.00 ,42021.84 
E01003178,Lambeth 020E,1605.00 ,10.75 ,342750.00 ,5.35 ,828.00 ,56887.78 
E01003179,Lambeth 024E,1653.00 ,7.30 ,198500.00 ,13.58 ,373.00 ,30362.15 
E01003180,Lambeth 005D,1506.00 ,14.06 ,347500.00 ,9.00 ,584.00 ,40965.07 
E01003181,Lambeth 007A,1472.00 ,8.13 ,295000.00 ,9.04 ,511.00 ,36603.66 
E01003182,Lambeth 009D,1822.00 ,18.05 ,274750.00 ,9.07 ,588.00 ,39489.18 
E01003183,Lambeth 005E,1498.00 ,15.18 ,394620.00 ,10.22 ,485.00 ,35367.77 
E01003184,Lambeth 007B,1414.00 ,5.57 ,205000.00 ,15.24 ,244.00 ,28067.00 
E01003185,Lambeth 007C,1655.00 ,8.80 ,305000.00 ,7.60 ,738.00 ,40466.44 
E01003186,Lambeth 007D,1948.00 ,20.86 ,332500.00 ,6.26 ,920.00 ,49758.01 
E01003187,Lambeth 007E,1487.00 ,14.18 ,220000.00 ,13.85 ,386.00 ,32550.91 
E01003188,Lambeth 009E,1341.00 ,8.10 ,200000.00 ,14.25 ,334.00 ,30671.64 
E01003189,Lewisham 034A,1670.00 ,19.10 ,200000.00 ,11.83 ,240.00 ,31346.68 
E01003190,Lewisham 034B,1878.00 ,32.60 ,162000.00 ,11.17 ,321.00 ,31736.94 
E01003191,Lewisham 034C,1494.00 ,19.77 ,158500.00 ,11.04 ,240.00 ,31675.84 
E01003192,Lewisham 034D,1639.00 ,101.62 ,175000.00 ,13.96 ,240.00 ,29338.78 
E01003193,Lewisham 029A,1568.00 ,34.84 ,270000.00 ,9.36 ,332.00 ,37267.41 
E01003194,Lewisham 029B,1678.00 ,32.98 ,194250.00 ,8.84 ,325.00 ,35055.41 
E01003195,Lewisham 029C,1547.00 ,19.60 ,235000.00 ,5.49 ,379.00 ,41207.29 
E01003196,Lewisham 029D,1673.00 ,26.72 ,193000.00 ,9.91 ,243.00 ,31483.57 
E01003197,Lewisham 029E,1628.00 ,21.24 ,205000.00 ,12.61 ,277.00 ,31182.80 
E01003198,Lewisham 009A,1461.00 ,16.93 ,352000.00 ,5.79 ,669.00 ,61620.50 
E01003199,Lewisham 007A,1728.00 ,31.67 ,345000.00 ,4.26 ,858.00 ,68176.30 
E01003200,Lewisham 009B,1553.00 ,73.84 ,435017.00 ,3.31 ,854.00 ,73484.45 
E01003201,Lewisham 007B,1664.00 ,15.66 ,312500.00 ,10.06 ,561.00 ,44812.27 
E01003202,Lewisham 009C,1559.00 ,23.08 ,480000.00 ,2.74 ,851.00 ,74892.79 
E01003203,Lewisham 009D,1769.00 ,14.82 ,212500.00 ,7.71 ,716.00 ,41281.35 
E01003204,Lewisham 007C,1391.00 ,25.70 ,352500.00 ,10.11 ,570.00 ,52108.57 
E01003205,Lewisham 007D,1332.00 ,9.00 ,407500.00 ,16.70 ,240.00 ,30508.53 
E01003206,Lewisham 007E,1582.00 ,20.55 ,335825.00 ,6.53 ,773.00 ,64301.35 
E01003207,Lewisham 005A,1399.00 ,12.09 ,272000.00 ,7.99 ,352.00 ,30632.04 
E01003209,Lewisham 005B,2007.00 ,12.67 ,234000.00 ,7.86 ,664.00 ,34723.46 
E01003210,Lewisham 005C,1746.00 ,18.85 ,243750.00 ,7.31 ,770.00 ,46907.54 
E01003211,Lewisham 008B,1566.00 ,20.13 ,250000.00 ,5.18 ,705.00 ,49506.51 
E01003212,Lewisham 005D,1976.00 ,22.51 ,250000.00 ,6.71 ,793.00 ,42864.01 
E01003213,Lewisham 008C,1938.00 ,21.43 ,275000.00 ,7.85 ,881.00 ,52440.64 
E01003214,Lewisham 008D,1772.00 ,15.66 ,180500.00 ,9.58 ,591.00 ,36718.04 
E01003215,Lewisham 005E,1950.00 ,21.26 ,245975.00 ,5.68 ,701.00 ,36373.96 
E01003216,Lewisham 025A,1875.00 ,21.16 ,350000.00 ,8.58 ,521.00 ,46226.49 
E01003217,Lewisham 022A,1670.00 ,16.07 ,216000.00 ,6.47 ,429.00 ,43413.74 
E01003218,Lewisham 022B,1498.00 ,14.22 ,236250.00 ,6.32 ,411.00 ,48162.86 
E01003219,Lewisham 025B,1647.00 ,20.95 ,247499.50 ,6.86 ,441.00 ,47025.82 
E01003220,Lewisham 022C,1554.00 ,17.96 ,165000.00 ,8.57 ,449.00 ,42921.32 
E01003221,Lewisham 025C,1962.00 ,33.37 ,218000.00 ,9.63 ,537.00 ,40889.39 
E01003222,Lewisham 022D,1632.00 ,18.29 ,240000.00 ,9.71 ,403.00 ,40233.70 
E01003223,Lewisham 025D,1715.00 ,29.54 ,320000.00 ,6.22 ,452.00 ,49624.74 
E01003224,Lewisham 022E,1661.00 ,15.21 ,252500.00 ,8.84 ,447.00 ,43237.56 
E01003225,Lewisham 015A,1507.00 ,21.29 ,308700.00 ,5.97 ,571.00 ,58073.79 
E01003226,Lewisham 019A,1742.00 ,18.10 ,232000.00 ,5.34 ,677.00 ,51892.39 
E01003227,Lewisham 019B,1658.00 ,24.67 ,280000.00 ,7.17 ,648.00 ,57632.01 
E01003228,Lewisham 019C,1512.00 ,14.22 ,308000.00 ,4.79 ,682.00 ,61057.10 
E01003229,Lewisham 019D,1558.00 ,21.36 ,232500.00 ,11.70 ,429.00 ,35025.78 
E01003230,Lewisham 019E,1933.00 ,21.08 ,263000.00 ,7.97 ,598.00 ,41251.23 
E01003231,Lewisham 015B,1606.00 ,17.29 ,272500.00 ,6.65 ,593.00 ,45253.96 
E01003232,Lewisham 015C,1719.00 ,20.34 ,383250.00 ,7.54 ,574.00 ,55802.12 
E01003233,Lewisham 015D,1702.00 ,13.81 ,280000.00 ,6.41 ,646.00 ,52157.58 
E01003235,Lewisham 038A,1279.00 ,48.86 ,222000.00 ,10.05 ,241.00 ,39770.21 
E01003236,Lewisham 037A,1590.00 ,17.69 ,180000.00 ,10.39 ,229.00 ,32932.26 
E01003237,Lewisham 037B,1471.00 ,25.93 ,184000.00 ,10.33 ,210.00 ,31374.90 
E01003238,Lewisham 037C,1407.00 ,12.97 ,177750.00 ,11.01 ,191.00 ,33129.79 
E01003239,Lewisham 037D,1428.00 ,21.97 ,188500.00 ,11.05 ,191.00 ,32926.14 
E01003240,Lewisham 038B,1789.00 ,20.91 ,174000.00 ,10.76 ,258.00 ,32289.97 
E01003241,Lewisham 038C,1541.00 ,28.46 ,249990.00 ,12.81 ,315.00 ,34658.30 
E01003243,Lewisham 038D,1358.00 ,24.43 ,207000.00 ,10.58 ,213.00 ,31517.94 
E01003244,Lewisham 001A,1629.00 ,6.70 ,0.00 ,14.34 ,359.00 ,28425.09 
E01003245,Lewisham 001B,1559.00 ,11.01 ,248749.50 ,11.57 ,304.00 ,31031.88 
E01003246,Lewisham 002A,1439.00 ,24.13 ,182500.00 ,10.23 ,358.00 ,31233.50 
E01003247,Lewisham 001C,1673.00 ,19.78 ,230000.00 ,5.67 ,666.00 ,44242.38 
E01003248,Lewisham 002B,1622.00 ,25.50 ,138500.00 ,11.87 ,414.00 ,31083.94 
E01003249,Lewisham 001D,1928.00 ,11.15 ,212500.00 ,10.29 ,635.00 ,36381.04 
E01003250,Lewisham 001E,1755.00 ,18.99 ,274500.00 ,10.76 ,606.00 ,34899.46 
E01003251,Lewisham 002C,2003.00 ,22.95 ,112500.00 ,14.90 ,324.00 ,27065.40 
E01003252,Lewisham 002D,1557.00 ,7.16 ,135500.00 ,17.07 ,229.00 ,25181.08 
E01003253,Lewisham 002E,1438.00 ,14.83 ,189500.00 ,10.28 ,382.00 ,30162.28 
E01003254,Lewisham 021A,1437.00 ,32.26 ,377500.00 ,3.45 ,641.00 ,68963.09 
E01003255,Lewisham 021B,1886.00 ,18.08 ,230000.00 ,6.52 ,904.00 ,51568.17 
E01003256,Lewisham 028A,2055.00 ,22.25 ,220000.00 ,9.05 ,708.00 ,36826.43 
E01003257,Lewisham 028B,1678.00 ,21.79 ,230000.00 ,6.38 ,564.00 ,42570.34 
E01003258,Lewisham 028C,1499.00 ,12.02 ,241000.00 ,13.34 ,318.00 ,32439.51 
E01003259,Lewisham 028D,1615.00 ,20.69 ,241000.00 ,6.83 ,633.00 ,51229.17 
E01003260,Lewisham 021C,1824.00 ,21.51 ,469497.50 ,6.93 ,607.00 ,56445.51 
E01003261,Lewisham 021D,1495.00 ,18.07 ,247500.00 ,6.64 ,535.00 ,55823.71 
E01003262,Lewisham 021E,1365.00 ,16.10 ,240000.00 ,5.44 ,528.00 ,52780.74 
E01003263,Lewisham 023A,1675.00 ,35.28 ,242500.00 ,10.40 ,377.00 ,36825.66 
E01003264,Lewisham 031A,1610.00 ,22.72 ,201250.00 ,5.02 ,366.00 ,38708.63 
E01003265,Lewisham 031B,1531.00 ,23.07 ,161499.50 ,13.17 ,312.00 ,33813.24 
E01003266,Lewisham 031C,1735.00 ,17.10 ,175000.00 ,11.52 ,278.00 ,31467.82 
E01003267,Lewisham 031D,1568.00 ,33.02 ,183000.00 ,10.04 ,225.00 ,33482.74 
E01003268,Lewisham 023B,1670.00 ,29.34 ,241100.00 ,6.95 ,471.00 ,44276.57 
E01003269,Lewisham 023C,1554.00 ,21.14 ,226500.00 ,8.22 ,400.00 ,41221.79 
E01003270,Lewisham 023D,1638.00 ,28.18 ,179500.00 ,5.41 ,493.00 ,51955.32 
E01003271,Lewisham 023E,1667.00 ,29.40 ,293000.00 ,3.71 ,465.00 ,59431.70 
E01003272,Lewisham 014A,1966.00 ,14.86 ,350500.00 ,6.70 ,745.00 ,46185.96 
E01003273,Lewisham 011A,2000.00 ,18.51 ,280000.00 ,7.37 ,743.00 ,37495.99 
E01003274,Lewisham 014B,1724.00 ,14.65 ,258600.00 ,6.10 ,687.00 ,49506.29 
E01003275,Lewisham 014C,1727.00 ,19.44 ,240000.00 ,9.28 ,398.00 ,36329.10 
E01003276,Lewisham 014D,1904.00 ,46.24 ,366720.00 ,6.58 ,601.00 ,49324.11 
E01003277,Lewisham 011B,1714.00 ,14.30 ,250000.00 ,8.95 ,732.00 ,50685.40 
E01003278,Lewisham 011C,1887.00 ,15.04 ,249975.00 ,6.80 ,721.00 ,44715.55 
E01003279,Lewisham 011D,1593.00 ,17.78 ,303750.00 ,5.30 ,648.00 ,52975.00 
E01003280,Lewisham 016A,1606.00 ,19.89 ,290000.00 ,7.30 ,380.00 ,37175.30 
E01003281,Lewisham 016B,1534.00 ,34.69 ,309000.00 ,5.83 ,486.00 ,55567.35 
E01003282,Lewisham 013A,2418.00 ,21.61 ,250000.00 ,5.55 ,1020.00 ,45346.19 
E01003283,Lewisham 013B,2108.00 ,23.37 ,420000.00 ,5.83 ,971.00 ,64301.88 
E01003284,Lewisham 013C,1757.00 ,16.03 ,285000.00 ,7.46 ,682.00 ,51095.15 
E01003285,Lewisham 016C,1608.00 ,21.98 ,231500.00 ,4.77 ,629.00 ,56296.33 
E01003286,Lewisham 013D,1633.00 ,19.02 ,250000.00 ,10.34 ,371.00 ,35231.43 
E01003287,Lewisham 016D,1909.00 ,24.30 ,305000.00 ,4.63 ,885.00 ,63207.21 
E01003288,Lewisham 012A,1810.00 ,17.05 ,178500.00 ,10.11 ,492.00 ,34823.52 
E01003290,Lewisham 012C,1730.00 ,14.41 ,195000.00 ,11.42 ,604.00 ,34417.98 
E01003291,Lewisham 012D,1512.00 ,28.25 ,183125.00 ,13.40 ,320.00 ,29988.24 
E01003292,Lewisham 017A,1565.00 ,13.31 ,250000.00 ,6.87 ,612.00 ,47988.41 
E01003293,Lewisham 017B,1518.00 ,11.11 ,197747.50 ,7.08 ,498.00 ,37958.02 
E01003295,Lewisham 017D,1672.00 ,18.15 ,232000.00 ,11.60 ,540.00 ,38443.28 
E01003296,Lewisham 012E,2046.00 ,36.33 ,190000.00 ,6.43 ,844.00 ,39923.64 
E01003297,Lewisham 003A,1538.00 ,37.27 ,127000.00 ,10.30 ,465.00 ,33751.15 
E01003298,Lewisham 039A,1292.00 ,13.69 ,165000.00 ,12.58 ,296.00 ,32116.14 
E01003299,Lewisham 003B,1623.00 ,15.12 ,340000.00 ,12.31 ,473.00 ,35436.79 
E01003300,Lewisham 039B,1356.00 ,11.83 ,222500.00 ,13.57 ,277.00 ,30746.35 
E01003301,Lewisham 003C,2166.00 ,21.51 ,250000.00 ,6.43 ,681.00 ,38023.83 
E01003302,Lewisham 003D,1509.00 ,12.59 ,175000.00 ,12.08 ,390.00 ,31625.00 
E01003303,Lewisham 039C,1550.00 ,22.10 ,237500.00 ,10.53 ,361.00 ,31753.13 
E01003304,Lewisham 039D,1890.00 ,17.02 ,175000.00 ,11.15 ,625.00 ,30917.78 
E01003305,Lewisham 003E,1372.00 ,11.35 ,278000.00 ,8.37 ,339.00 ,33509.92 
E01003307,Lewisham 024A,1521.00 ,14.47 ,265000.00 ,6.65 ,481.00 ,45200.61 
E01003308,Lewisham 024B,1824.00 ,15.76 ,226000.00 ,5.69 ,592.00 ,46274.74 
E01003309,Lewisham 027A,1510.00 ,15.86 ,220250.00 ,10.18 ,370.00 ,32940.50 
E01003310,Lewisham 027B,1559.00 ,16.01 ,220000.00 ,9.12 ,518.00 ,36835.64 
E01003311,Lewisham 027C,1546.00 ,18.72 ,330000.00 ,5.04 ,522.00 ,52880.58 
E01003312,Lewisham 027D,1760.00 ,19.84 ,249995.00 ,7.24 ,630.00 ,48565.87 
E01003313,Lewisham 027E,1530.00 ,23.45 ,240000.00 ,10.07 ,389.00 ,36082.47 
E01003314,Lewisham 024C,1599.00 ,15.51 ,275500.00 ,6.37 ,599.00 ,54169.48 
