lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01000339,Bexley 025A,503,6105,2505,2104,3704,1106,2401,505,9206,108,209,201,7,704,9308,602,6201,4,9,0,1,6,3,2509,808,3304,3905,2001,508,9802,108,401,6409,2506,504,265000,2307,19,1605,5,1104,1909,405,306,804,9,8205,8007,1307,506,1608,4602,2701,708,202,103,203,34324
E01000344,Bexley 025B,304,6106,2206,2609,3309,807,2602,403,9301,108,202,205,4,609,93,7,6706,1,6,2,103,2,4,2206,7,4006,4601,2,909,9803,107,703,6201,2009,907,246000,2008,1703,1906,404,1206,2104,308,5,603,906,8401,8305,1203,402,1908,46,2602,509,202,103,203,38035
E01000423,Bexley 025C,304,6003,2803,2703,4101,506,1909,602,9109,103,207,209,101,801,9202,708,7005,2,7,1,103,1,1,2001,609,4502,4804,1,404,9804,106,309,8501,302,708,304998,1902,1501,1903,309,1105,2701,309,302,608,706,8506,8408,1104,308,1303,43,3104,1003,2,104,206,45082
E01000425,Bexley 025D,406,5805,3607,2703,4401,506,1608,603,9302,101,402,102,3,608,9205,705,6309,7,104,1,6,0,1,2306,906,4803,48,1,202,9903,7,701,8704,501,5,312500,2202,1506,1805,306,13,2304,307,208,1108,708,8004,8205,1108,507,9,4307,3506,805,302,105,105,45547
E01000463,Bexley 025E,306,6602,2306,3109,3504,905,1509,703,9007,202,409,201,2,903,92,8,6801,5,1,1,105,5,1,2105,609,3902,5209,4,604,9809,101,1005,3603,5109,103,270000,1705,1602,1808,409,1309,2408,309,401,404,8,8706,8508,1105,207,1004,46,3304,802,2,105,201,41964
E01000424,Bexley 026A,308,6502,3806,1602,3503,501,3609,605,9201,2,405,9,4,709,9104,806,6502,4,105,1,4,4,0,2304,806,3909,4508,407,9,9807,103,2408,2301,608,4503,203750,17,1101,1703,302,1301,3406,307,401,809,708,8303,8209,1205,406,1607,5105,2305,607,106,103,308,45308
E01000426,Bexley 026B,409,6607,2506,2206,3003,1001,3002,607,9108,107,308,109,7,802,9007,903,62,5,7,1,103,1,4,2609,801,2901,4502,804,1504,9803,107,604,3203,3404,2609,223113,1802,15,1903,306,1308,2703,208,401,604,7,8606,8408,1106,306,2108,4806,2403,308,105,101,2,39354
E01000427,Bexley 026C,506,5805,4007,1405,2803,1003,4003,605,9107,2,309,107,7,803,9109,801,6508,2,103,7,101,1,3,2303,703,4008,3201,1602,901,9709,201,607,3006,17,4508,210000,2406,1506,1502,3,1205,2403,408,306,903,1102,7905,80,1406,503,2901,4404,2104,403,9,1,202,32158
E01000457,Bexley 026D,501,6607,2908,1302,2601,808,4201,908,8704,3,606,206,5,1206,8702,1208,5608,4,102,3,4,8,6,2909,509,3208,2609,404,3007,94,6,603,1006,2501,5801,170000,2108,1105,1501,204,1701,2706,404,1105,707,903,83,8207,1203,5,3204,5106,1302,202,6,9,407,34256
E01000462,Bexley 026E,307,6102,4603,1405,2606,902,4005,902,8907,106,5,209,9,1003,8604,1306,6102,2,103,2,205,1,3,2202,1109,3202,3001,1002,2509,9502,408,507,2406,1909,4908,184500,2503,1303,1606,3,1304,22,603,903,1305,909,7606,7604,1309,907,3701,4203,1603,303,101,9,404,32713
E01000382,Bexley 027A,304,6006,5805,2405,38,907,2108,6,9002,102,504,202,1,908,9004,906,6809,1,1,1,301,7,1,1904,606,4607,4204,409,505,9707,203,505,7507,303,1505,330000,2007,1403,1901,305,1003,2802,309,3,509,708,8603,8501,1007,402,1301,4401,3007,807,304,105,201,44441
E01000384,Bexley 027B,507,65,30,1905,2604,1102,3602,608,93,201,302,105,2,7,9101,809,62,8,7,1,102,0,2,2801,608,30,3803,1409,1506,9804,106,804,27,2806,3509,193498,2009,1503,1609,308,1306,2508,308,503,704,808,8308,8206,1207,407,2802,4307,2107,402,202,101,3,34247
E01000387,Bexley 027C,407,6102,3007,2009,3604,1201,2401,605,90,1,506,3,4,10,9103,807,6506,1,7,0,204,8,4,2205,605,4405,4109,603,606,9801,109,409,7907,401,1103,250000,2102,1504,1708,404,1201,2305,506,307,706,903,8301,8207,1303,4,1409,4503,3007,605,206,104,3,36026
E01000428,Bexley 027D,509,64,8903,901,2001,1007,5209,703,8208,306,9,403,3,1702,82,18,5807,101,2,1,208,3,7,2407,906,2206,1807,3708,1908,9106,804,609,705,304,8202,202000,2302,13,1304,203,1502,2603,607,12,1108,1104,7608,7506,1703,701,35,4804,1208,207,1,9,308,29703
E01000458,Bexley 027E,303,6005,3308,19,3409,603,3301,607,9102,201,405,106,5,808,9103,807,7002,3,106,3,8,2,1,2005,6,4805,3304,704,1001,9602,308,2506,3104,1001,3209,290000,1702,1306,1807,207,1105,3302,301,4,703,905,8302,8403,1108,308,2104,4208,2603,704,201,103,205,47141
E01000459,Bexley 027F,505,5806,31,1502,2601,803,43,703,9001,3,501,106,2,909,8901,1009,6208,8,5,2,304,0,5,2402,706,3903,2308,1606,1801,9609,301,1805,1605,709,5701,197500,2303,1303,1601,303,1104,2707,408,505,901,1003,8007,8007,1308,505,3209,41,2101,307,103,1,302,34546
E01000381,Bexley 028A,403,6201,20507,2203,2605,1209,3104,7,9201,204,205,205,6,709,9204,706,59,6,4,2,202,5,3,2901,707,2408,3803,2506,808,9701,209,605,4807,1009,3307,187500,27,1709,1701,403,905,2001,401,306,904,1008,7907,7808,1406,606,2108,4803,2107,602,2,102,207,29211
E01000383,Bexley 028B,5,6007,27806,1603,37,1107,2708,703,92,2,302,203,5,8,9303,607,7103,1,6,1,203,3,2,1902,508,4202,3805,13,502,9701,209,1607,5505,1705,10,271600,2801,1609,1701,301,708,2203,406,108,805,907,8108,7805,1509,506,1601,4205,3002,802,3,104,101,34439
E01000385,Bexley 028C,903,63,5907,1902,2207,2107,2802,802,8507,302,309,603,9,1403,88,12,5602,6,101,0,405,2,6,3008,6,1606,26,41,906,98,2,202,2406,2906,4306,187500,2707,1705,1701,208,1101,1809,5,502,905,808,8107,7905,1301,703,2705,4902,1909,203,1,1,104,25379
E01000386,Bexley 028D,1106,6103,5502,1404,1703,1808,41,805,7908,401,705,706,1,2002,8309,1601,5704,9,105,2,304,5,3,29,607,1407,2202,4809,1201,9807,103,106,1201,2208,6302,171500,3105,1507,1602,307,1006,1508,606,404,13,1005,7605,7308,1609,903,4309,41,1207,2,5,7,3,24314
E01000398,Bexley 029A,805,6202,2304,19,3507,1304,2302,807,8409,202,706,408,6,1501,8602,1308,5808,8,2,0,103,206,3,2702,609,3302,3801,1805,709,9805,105,207,65,3005,108,195500,3004,1809,1701,302,904,1505,504,308,901,909,8009,7904,1404,601,2207,4904,2209,304,105,101,109,28250
E01000399,Bexley 029B,505,6202,2902,1806,3605,909,2705,706,8203,109,803,602,103,1707,8509,1401,6403,5,107,1,201,107,3,2203,701,4108,3903,703,1007,9806,104,705,65,503,2203,240000,2408,20,1509,402,1001,1903,507,307,707,1001,8202,8007,1405,408,2103,4404,2409,606,207,103,207,34093
E01000400,Bexley 029C,501,6401,2802,2302,3209,10,2407,902,80,109,12,502,9,20,8403,1507,6204,7,303,2,207,308,3,1903,703,3609,4307,606,1202,9601,309,203,7107,6,20,221250,2409,1801,17,303,1003,1805,709,404,702,806,8402,8201,1305,404,2204,4306,2509,508,204,102,204,31153
E01032566,Bexley 029D,902,63,5504,1507,2606,1607,3405,604,8105,4,6,706,9,1805,85,15,5805,104,108,1,301,5,4,2705,608,2707,3505,2506,905,97,3,202,3808,2207,3602,170000,2808,1607,1608,306,1001,1808,502,4,905,1009,7906,7803,1504,603,3205,4602,1605,306,102,1,204,28043
E01000587,Brent 001A,604,6403,1908,2005,3302,902,1202,2409,29,208,6008,409,206,71,4103,5807,2907,105,3901,6,1706,5,203,302,505,4002,3602,303,1808,9807,103,609,7204,1404,603,340000,2602,1101,1101,105,805,2706,1309,601,1005,708,8106,7909,1201,8,1406,40,2903,1207,305,105,204,33884
E01000589,Brent 001B,408,6709,2901,2205,3009,1101,1606,1809,2101,208,63,805,405,7809,4107,5803,2503,103,4603,1,1308,1,204,402,507,3608,2907,806,2101,9807,103,5,2603,5302,1505,320000,2207,1101,1105,105,808,3003,14,708,8,604,8506,8206,12,505,2101,4504,2604,601,1,102,206,33038
E01000590,Brent 001C,507,6603,2607,2009,26,809,2605,1706,38,305,49,605,209,62,4803,5107,3708,2,3503,101,1006,1,101,7,5,3604,3302,805,20,9806,104,207,34,3403,2808,332500,2101,805,1101,207,906,3304,1306,6,706,707,8407,8101,14,409,2401,4404,2409,504,101,102,204,34966
E01000592,Brent 001D,7,6905,1908,1606,27,12,2201,2203,3005,208,4908,1101,508,6905,43,57,3506,105,2708,4,1703,7,3,708,509,3202,2806,1803,1809,9702,208,805,6103,401,2601,382475,2104,1002,1207,106,906,3004,1401,604,7,901,84,7909,1403,508,25,4004,2308,808,201,102,402,33290
E01000593,Brent 001E,7,6902,1801,2205,2503,1702,1602,1808,2603,308,4706,17,503,7307,4606,5304,3706,8,2804,3,2001,6,104,408,602,2105,3103,2103,1807,9801,109,709,5105,1105,29,297500,1807,1108,1303,1,903,32,14,805,509,707,8604,8308,1105,406,2201,49,2204,507,9,101,206,31910
E01000594,Brent 001F,608,6707,2403,2204,2206,708,2009,2604,2307,208,6308,8,107,7603,3608,6302,2807,9,4709,7,1007,1,207,309,404,3009,2904,8,2906,9708,202,502,5001,1309,3006,240000,2006,1009,1006,106,902,3204,1406,801,503,605,8802,8302,1204,404,2807,4305,2101,603,6,101,302,30850
E01000513,Brent 002A,501,6505,1608,2702,27,1004,1404,21,3708,201,4304,906,701,6202,4309,5601,4109,201,1906,8,2401,1,7,408,6,3201,3603,503,2205,9805,105,308,86,201,802,334000,1903,1308,1107,104,1104,2708,1406,907,701,7,8509,8306,1001,603,17,4502,27,801,208,103,3,35522
E01000514,Brent 002B,506,6908,1507,2404,2202,1109,2108,1906,4105,509,3707,1006,404,5805,4604,5306,4402,3,1609,6,2104,3,3,702,602,2703,3806,501,2705,9704,206,307,3508,2306,3608,275000,1605,12,1305,104,1109,2909,1409,702,304,603,9003,8807,807,206,2304,4404,2408,505,108,102,208,33504
E01000516,Brent 002C,509,7001,2406,2005,2601,909,18,2505,4005,306,4007,905,507,5905,4007,5903,4401,308,19,3,1808,1,1,602,607,3203,3209,305,2908,9601,309,10,3408,3003,2409,281000,2109,1004,1004,104,1006,2507,1905,803,507,607,8706,8409,1007,405,2206,4307,2308,7,209,103,208,30056
E01000520,Brent 002D,803,65,2403,2008,2209,1006,2703,1804,4301,408,3304,1107,7,5609,4609,5301,4408,107,1506,302,2005,5,7,602,608,2605,2907,1502,2608,9605,305,406,3403,802,5209,189000,2105,1005,1008,2,908,2905,1509,802,803,1001,8106,8009,1309,503,3101,4604,1502,6,104,1,3,29645
E01000588,Brent 002E,804,6706,35,2005,1907,2006,1706,2105,2709,408,3808,2208,507,7201,4605,5305,4005,103,1907,4,2501,2,102,601,506,2102,2104,3507,1502,9802,108,403,4802,1202,3504,300500,1909,1402,1303,103,903,2702,1408,808,701,703,8506,8302,1104,504,2701,4208,2107,607,108,101,3,27223
E01000515,Brent 003A,1103,6809,3802,1806,1504,15,3007,2002,3407,605,3608,1503,607,6503,4301,5609,4005,204,1703,102,2102,1,9,8,804,1406,2301,3105,2705,9606,304,409,1501,606,7304,190000,2203,1105,1204,1,906,26,1702,905,702,809,8309,8007,1307,506,4109,4509,1002,106,5,7,302,25929
E01000517,Brent 003B,505,6705,2209,2006,3304,703,1607,22,3301,103,5607,306,503,6609,4105,5805,2805,106,3502,307,1704,4,301,307,605,42,2801,204,2601,97,3,4,7703,202,1606,410000,2009,709,906,1,904,3601,15,706,603,706,8601,8401,1109,4,22,3603,31,906,102,103,207,39288
E01000543,Brent 003E,708,6809,1906,1902,2602,908,1702,2706,2107,3,6306,605,502,7803,3906,6004,23,9,4202,301,1307,8,502,303,708,3506,2508,1108,2406,9808,102,402,6009,106,3304,325000,1808,806,1005,102,909,3705,1306,1102,708,709,8403,83,1108,503,2908,4102,2106,6,104,101,301,35595
E01000591,Brent 003F,607,7003,3203,1905,2501,904,2005,2505,2105,301,6207,604,603,7805,3305,6605,2508,2,3902,4,2102,6,208,303,406,2806,2409,1203,3102,9808,102,407,2803,3605,3005,297500,2102,12,1006,9,709,3208,1407,1102,702,804,8404,8201,12,509,3301,4502,1707,209,101,1,306,28501
E01033463,Brent 003G,706,6501,4109,2003,3108,909,1501,2209,2808,202,5508,608,604,7102,4201,5709,2905,105,3704,209,1302,7,409,405,505,4208,3107,508,18,98,2,608,7208,1305,608,340000,2106,1108,1102,102,906,3103,1303,903,905,808,8107,7801,1509,601,1702,4203,2901,10,103,104,204,38050
E01000536,Brent 004A,605,6604,3304,1609,3104,707,2105,2206,3005,306,5806,401,304,6905,5007,4903,22,4,3107,609,1208,105,1107,603,607,4205,3007,303,2202,9608,302,25,44,109,2901,530000,1204,901,1003,8,1107,4409,1009,906,602,706,8602,8409,1104,308,23,3204,31,1009,207,104,401,49830
E01000538,Brent 004B,406,6504,3909,2602,3606,603,1308,1702,3407,104,5504,306,409,6503,5301,4609,2204,8,3406,905,1308,3,409,506,502,4401,4307,4,1007,9708,202,4306,5402,2,2,515000,1402,801,1208,104,907,4304,1004,801,501,608,8801,8508,1008,304,705,3903,37,1007,504,107,102,54537
E01000539,Brent 004C,505,6502,2804,1801,3205,804,2408,1602,3609,205,5309,304,302,6301,5206,4704,2407,104,3305,1001,902,201,409,707,605,4102,3207,705,1601,9705,205,11,6102,102,2605,390000,18,7,12,1,1003,4203,903,509,707,905,8208,8101,14,409,2001,4005,2902,806,106,103,207,45908
E01000540,Brent 004D,509,6506,3706,2002,3609,807,1404,1907,32,207,5706,309,307,68,49,51,2408,6,3008,7,1102,3,10,609,507,4806,3603,101,1302,9801,109,4107,5008,1,605,300000,1403,703,1104,102,1009,4605,804,702,806,708,8307,8203,1307,4,903,3802,3603,1203,308,106,207,51580
E01000541,Brent 004E,402,6705,2404,2202,2501,904,2404,1808,2608,203,6205,508,205,7302,3808,6102,3009,9,4006,101,905,6,609,401,504,2709,3005,808,3005,9705,205,503,4308,401,4609,330000,1708,804,907,103,803,4006,1308,6,7,8,8501,8209,1207,405,3107,4109,2006,408,1,1,303,40083
E01000518,Brent 005A,806,6604,50,2404,2005,1503,2104,1805,3607,402,3909,1305,507,6303,4809,5101,4205,103,2201,6,1807,101,104,604,508,2303,3003,2309,1909,9801,109,408,4005,2703,2705,338000,2106,1006,1105,2,1108,2701,1505,11,606,808,8406,8106,1205,509,2908,42,2102,605,5,101,209,30433
E01000519,Brent 005B,705,6701,7303,2509,1808,1104,25,1809,3203,406,3903,1208,11,6707,42,58,4009,207,1802,9,2603,3,5,404,509,2103,2705,1609,3208,9701,209,605,4409,408,4308,282500,1802,1001,1104,202,1005,2909,1708,1203,603,707,86,83,1201,409,3301,4105,1705,604,106,1,204,28088
E01000623,Brent 005C,708,6707,1901,2408,2705,10,1606,2101,3706,3,4306,901,607,6204,4509,5401,42,108,2204,203,1805,1,102,407,601,3507,3202,504,2505,9904,6,404,4003,3104,2309,398500,2005,1203,1209,108,11,2704,14,706,505,802,8603,8305,1205,4,1706,4604,2408,803,3,103,204,34083
E01000624,Brent 005D,508,6303,2604,18,3001,806,2503,18,3808,403,3805,1301,503,6102,4706,5204,4507,101,2101,101,1808,4,103,506,409,3709,38,305,19,9702,208,1204,55,2001,1204,304000,2105,1204,1103,203,903,27,1601,708,901,707,8302,8103,1204,603,1705,49,2609,507,8,102,104,30473
E01000629,Brent 005E,607,6909,1803,2201,2704,1004,1907,2003,3508,2,4509,908,605,6402,4109,5801,4001,206,26,4,1807,5,102,409,506,3202,3704,406,2401,99,1,501,2309,5106,1905,298000,2208,1102,1107,2,1002,2404,1707,804,702,702,8506,8201,13,5,2003,4904,2208,505,2,102,2,28938
E01000480,Brent 006A,503,6806,2908,2101,2607,804,17,2607,3406,207,4109,903,1104,6504,4106,5804,3106,204,1608,306,2703,103,9,904,609,35,3901,201,2208,9704,206,5403,3107,106,1204,460000,1106,701,1001,101,1001,4301,1609,805,507,606,8707,8505,1007,308,1203,4405,3102,705,405,105,301,48975
E01000484,Brent 006B,909,6506,3102,1705,1504,2403,2602,1605,3102,406,2709,2904,609,6808,5503,4407,4805,4,16,108,1808,7,101,702,505,1205,1605,5006,1302,9709,201,905,3103,2909,2904,244000,2209,14,1302,202,907,2506,1203,709,905,808,8107,7607,15,803,3107,4805,1508,303,7,9,2,26267
E01000485,Brent 006C,701,6606,1708,1909,2107,1205,2805,1704,3103,501,4405,1405,406,6807,4404,5506,3909,2,2809,203,12,2,303,505,6,1809,2506,3104,2207,9802,108,1201,3506,1001,4203,270000,2108,1103,1201,108,806,2802,1602,703,9,806,8204,8005,1208,607,3603,3905,18,503,8,1,206,29020
E01000486,Brent 006D,703,67,7404,2206,2901,608,1806,2209,3405,603,4304,404,1104,6505,4008,5902,3101,108,2204,206,24,4,206,707,705,3507,3205,3,2609,9607,303,1103,7903,108,706,365000,1305,802,806,205,1109,4001,1502,1004,405,609,8807,8508,10,402,1408,4601,2806,709,206,104,204,40674
E01000487,Brent 006E,702,6707,3007,19,2204,803,3003,20,3107,307,4407,1103,807,6803,41,59,3408,204,2304,307,2008,1,106,6,702,2508,2206,1301,3509,9509,401,1208,3107,206,5209,298750,1801,801,905,9,9,3806,1507,702,609,708,8503,8104,1303,502,3308,4007,1808,506,1,1,304,33272
E01000572,Brent 007A,7,6701,2105,2302,2602,1002,1802,2203,3001,403,5107,1104,205,6909,4702,5208,3406,106,2708,206,1409,8,403,703,601,3704,3404,403,2102,9803,107,604,7302,101,1904,380000,1404,803,1208,104,906,3904,1401,802,405,605,89,88,9,3,1903,4807,2402,504,204,102,3,41658
E01000573,Brent 007B,509,6504,2306,2206,2507,903,1808,2306,3304,401,4804,803,508,6606,3909,6001,3208,9,3005,202,1708,5,203,703,509,3706,3209,4,2401,9605,305,601,5107,35,701,325000,1907,907,1009,1,1006,3408,1303,807,508,808,8504,8403,1104,403,2505,50,1703,505,107,101,305,37397
E01000574,Brent 007C,603,6706,22,2207,2209,1209,1805,2301,3607,505,4406,904,308,6303,4602,5308,4102,105,2608,105,1509,1,206,606,308,36,3205,506,2304,9705,205,408,7306,108,1908,285000,1605,808,12,107,1001,37,1309,802,5,606,8803,8407,1109,304,22,4305,25,806,9,102,303,39187
E01000575,Brent 007D,601,7102,27,1809,2305,808,2206,2602,3102,4,4903,904,601,6808,3607,6303,34,203,2902,204,1601,8,205,701,506,2304,2704,609,4002,9708,202,503,3502,1201,4704,320000,1305,907,809,8,1003,3807,1802,902,502,704,8704,8604,901,405,3108,4408,2005,202,6,1,307,37394
E01000577,Brent 007E,902,6701,3406,2406,1601,1903,2003,1907,23,407,3804,2503,806,77,4403,5507,36,102,2002,2,2704,9,6,7,604,603,1406,3402,3801,9708,202,207,904,1205,7505,202000,1904,1104,1009,9,906,3007,1701,1001,609,603,8608,8406,1002,502,4107,4902,708,8,5,7,209,25469
E01000562,Brent 008A,403,6504,3102,2002,3506,9,1506,1906,2407,209,5906,8,408,7503,5002,4908,2809,104,2805,109,1809,702,205,406,602,3908,3801,703,1008,98,2,7004,906,108,1802,530000,1107,805,1109,8,1109,45,1003,709,509,703,8608,8406,1108,306,1201,2908,3703,1502,506,107,109,51160
E01000563,Brent 008B,508,6606,3705,1904,38,909,1401,1806,2609,306,57,607,508,7301,4606,5304,2907,9,3306,9,1808,206,202,5,604,4401,4009,3,1001,9705,205,1903,7208,106,602,499975,1301,802,1406,2,10,4001,12,704,702,702,8505,8207,1207,406,8,39,3609,1209,302,107,201,47555
E01000566,Brent 008C,701,67,2009,20,32,1005,1604,2101,3007,209,5102,905,507,6903,4701,5209,3705,104,2606,2,1703,303,302,408,507,3906,4105,302,1403,9808,102,404,6808,1901,707,367000,1608,908,1303,9,1002,3507,1303,801,603,709,8509,8409,10,501,1403,40,3405,903,109,104,203,41466
E01000568,Brent 008D,304,8401,8005,1108,1601,5,5508,1103,40,207,4509,803,301,60,4305,5605,4205,106,1608,5,708,1,302,2102,504,1405,1007,4605,2604,8702,1208,407,1707,305,7401,300000,607,508,707,4,2102,4804,909,3306,308,408,9104,8904,708,208,5103,3603,901,208,4,7,309,45790
E01000569,Brent 008E,403,6703,3707,2506,3404,801,1006,2103,3104,207,5205,9,403,6806,5108,4802,3307,109,2506,103,18,303,209,702,602,41,44,203,1201,9802,108,505,9204,8,102,375000,1205,1002,13,105,1106,4005,1006,708,5,8,87,8408,1204,208,906,3709,4006,902,207,106,209,46985
E01000479,Brent 009A,6,6508,3104,2202,32,509,20,20,3106,303,4204,706,1501,6804,4603,5307,3106,106,1807,406,2905,2,109,507,404,3904,3902,204,1703,9709,201,4107,4601,102,1101,550000,1704,806,1103,1,1003,4003,11,8,705,705,85,8206,1208,405,1307,3509,3305,1102,507,106,207,47294
E01000481,Brent 009B,11,7007,2504,1607,1807,18,3003,1602,2904,405,3706,2007,708,7006,43,57,3901,104,1901,207,2007,8,104,805,602,1409,1805,2802,3602,9704,206,15,5,607,7302,215000,1606,8,1303,8,804,3804,1405,10,604,806,85,8201,1204,505,4005,4506,1002,304,3,8,304,28055
E01000482,Brent 009C,907,6603,3402,1907,14,18,2902,1901,2503,504,3006,3108,608,7407,4209,5701,4207,105,1508,3,25,3,7,608,608,701,9,5004,2501,9704,206,609,703,1503,7004,243500,2003,1106,1009,9,1002,3001,1509,1102,906,609,8305,8205,1103,602,50,3803,1003,104,0,6,309,24790
E01000483,Brent 009D,1304,66,2206,1908,1209,2109,2907,1507,2608,601,2508,3101,1003,7302,4003,5907,4706,8,1006,2,2704,3,6,509,606,906,17,4206,2805,9809,101,108,803,1705,7203,180000,2201,1305,1208,103,806,2505,1602,706,702,803,8405,8001,1204,704,4906,4101,806,6,2,6,206,23405
E01000625,Brent 009E,702,6308,2608,18,2404,1006,3101,16,4308,307,28,1301,1104,5603,4509,5401,4802,104,1402,105,2005,7,7,6,608,26,2807,16,2503,96,4,1503,2804,502,51,250000,2404,908,1009,105,1007,2803,1404,803,907,806,8107,80,1306,604,3207,4202,1807,407,108,1,3,32596
E01000498,Brent 010B,908,6107,2805,2302,2302,1306,1608,2302,2303,207,4307,23,704,7607,4302,5608,3303,7,1803,0,3803,1,4,308,502,3404,28,1501,2104,9803,107,905,1509,5606,1801,305000,2804,1208,1004,109,1009,2007,1408,1004,508,706,8606,8209,1207,405,2802,46,2004,309,105,1,208,24977
E01000622,Brent 010D,909,7105,6206,1902,1604,1402,3308,1605,5203,602,1705,1802,507,4707,3908,6002,63,6,504,2,1602,0,1,804,602,17,2405,1301,4307,9704,206,308,19,1407,6205,154500,1905,1203,1207,104,9,2403,2007,607,701,704,8506,8106,1302,502,4506,4007,1007,207,3,7,3,25371
E01000626,Brent 010E,1401,6505,2007,1609,1002,2703,3207,1209,35,607,1606,3406,701,65,53,47,5903,9,703,2,1807,0,102,503,701,409,1002,5608,2104,98,2,5,1508,2802,51,261250,24,1404,1603,101,1009,1802,1502,805,905,807,8108,7701,1501,709,5002,4003,805,8,2,6,209,22663
E01033464,Brent 010F,1003,6201,2401,2204,2206,1308,1701,2401,2309,304,4407,2008,702,7601,4308,5602,3008,4,21,1,3703,1,9,4,503,3801,2309,1207,2401,9805,105,706,2503,5809,801,301500,2805,1208,1102,101,9,2104,1509,803,609,705,8505,8108,1209,503,29,4303,1903,608,106,101,208,25366
E01000497,Brent 011A,904,6802,3002,1706,2207,1504,2409,1905,4308,308,2502,2002,609,5602,4308,5602,5104,205,4,4,2906,0,9,506,507,2506,2701,1609,2409,98,2,1002,3209,2301,3308,300000,2109,1009,1208,201,903,2804,1406,10,704,8,8406,8107,1301,502,35,4307,1502,503,9,9,304,28732
E01000499,Brent 011B,1002,6303,5208,23,2008,1904,1308,23,3408,509,30,1907,905,6502,4206,5704,4105,9,608,5,3702,2,5,6,604,2804,19,1906,3004,9804,106,403,4105,1809,35,332000,2705,1107,1005,104,806,2509,1404,9,708,608,8505,8107,1202,601,2908,4802,1708,204,108,1,3,25334
E01000501,Brent 011C,1102,6209,1601,2003,1505,2202,3103,1006,3609,709,1801,2808,803,6301,5004,4906,5107,104,402,102,2306,2,7,906,703,1308,1905,4506,1706,9703,207,2,1206,1003,7501,228000,21,1204,1403,1,1003,2508,1501,807,903,802,8204,7906,1208,706,4302,4406,1008,105,0,7,3,25105
E01000502,Brent 011D,708,63,3706,2306,2005,1305,2504,17,4407,405,2506,1804,7,5503,4907,5003,5006,104,502,4,2801,1,2,601,707,2409,3303,1502,2407,9706,204,802,4608,609,3801,240000,2004,1004,1202,202,1104,27,1604,701,603,7,8607,8501,1106,303,3108,45,17,402,2,1,207,28788
E01000503,Brent 011E,8,6609,4005,1604,2101,1508,2702,1906,5009,407,1805,1707,802,4901,4606,5304,5606,6,309,8,2204,1,7,807,604,2707,2207,2307,2307,97,3,10,4105,1309,3406,401500,2008,1107,1202,106,909,2709,1509,805,8,805,8305,8107,1209,504,3703,4207,1505,303,101,9,203,28870
E01000570,Brent 012A,902,6803,1303,1901,2501,1604,2001,1903,2404,4,4803,2001,301,7506,4503,5407,3702,103,3001,8,1706,2,6,503,608,22,2902,2104,2601,9709,201,503,4209,1604,3503,285000,20,1306,1204,104,902,27,1603,805,707,805,8308,8104,1208,508,3804,39,1703,307,106,9,3,26084
E01000571,Brent 012B,804,6701,3502,1909,2606,1005,1405,2805,2707,403,4607,1305,708,7203,4301,5609,3209,102,2401,202,2605,108,201,307,505,3406,3406,205,26,9703,207,407,8102,2,1108,411000,1809,904,908,102,1007,35,15,808,803,901,8206,8107,1305,409,1905,3808,3107,708,203,103,303,36770
