Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income,Population_Density
E01001063,Croydon 026B,2373,3705,3621.00 
E01001064,Croydon 026C,2373,3981,4806.00 
E01001129,Croydon 026D,1693,4007,3398.00 
E01001133,Croydon 026E,1258,3057,4031.00 
E01001035,Croydon 027A,3725,2768,2646.00 
E01001043,Croydon 027B,4301,1361,3778.00 
E01001045,Croydon 027C,3540,2143,4273.00 
E01001047,Croydon 027D,3178,1882,2103.00 
E01001170,Croydon 027E,3199,1592,3102.00 
E01001167,Croydon 028A,2689,1875,4387.00 
E01001169,Croydon 028B,550,508,2721.00 
E01001171,Croydon 028C,2009,1423,3469.00 
E01001172,Croydon 028D,285,227,4521.00 
E01001173,Croydon 028E,3874,1986,4661.00 
E01001036,Croydon 029A,3538,4291,4599.00 
E01001037,Croydon 029B,1966,1804,1659.00 
E01001038,Croydon 029C,3639,2459,2400.00 
E01001039,Croydon 029D,3199,4173,4210.00 
E01001040,Croydon 029E,2823,2383,2278.00 
E01001051,Croydon 030A,5,124,3086.00 
E01001052,Croydon 030B,2,115,1739.00 
E01001054,Croydon 030C,49,128,3042.00 
E01001056,Croydon 030D,14,37,1628.00 
E01001057,Croydon 030E,27,8,1289.00 
E01001033,Croydon 031A,2642,2977,3471.00 
E01001034,Croydon 031B,2603,3056,3481.00 
E01001041,Croydon 031C,2153,1744,2357.00 
E01001095,Croydon 031D,1819,2478,2938.00 
E01001100,Croydon 031E,2570,3498,2967.00 
E01001053,Croydon 032A,16,356,2826.00 
E01001055,Croydon 032B,6,81,3408.00 
E01001077,Croydon 032C,161,1254,2100.00 
E01001078,Croydon 032D,20,343,3931.00 
E01001082,Croydon 032E,30,254,4379.00 
E01001120,Croydon 033A,973,3037,3544.00 
E01001122,Croydon 033B,2844,4157,4707.00 
E01001123,Croydon 033C,1762,3862,4548.00 
E01001124,Croydon 033D,2883,4274,4434.00 
E01001125,Croydon 033E,1842,3230,3993.00 
E01001058,Croydon 034A,1040,2939,2314.00 
E01001059,Croydon 034B,1081,2289,2141.00 
E01001060,Croydon 034C,1028,2245,4744.00 
E01001061,Croydon 034D,632,1316,4186.00 
E01001065,Croydon 034E,1175,2659,4698.00 
E01001066,Croydon 034F,91,392,1757.00 
E01001119,Croydon 034G,995,3404,4511.00 
E01001126,Croydon 034H,846,3215,2669.00 
E01001032,Croydon 035A,2635,4266,4475.00 
E01001101,Croydon 035B,2153,4203,4371.00 
E01001102,Croydon 035C,2401,4009,4466.00 
E01001107,Croydon 035D,3437,4244,4550.00 
E01001108,Croydon 035E,3452,4417,4366.00 
E01001076,Croydon 036A,23,249,3786.00 
E01001079,Croydon 036B,35,139,3511.00 
E01001080,Croydon 036C,4,38,2647.00 
E01001081,Croydon 036D,1,152,4196.00 
E01001073,Croydon 037A,2467,3455,3545.00 
E01001092,Croydon 037B,3247,4179,4417.00 
E01001093,Croydon 037C,2608,3130,4054.00 
E01001096,Croydon 037D,2988,4327,4018.00 
E01001097,Croydon 037E,3790,2396,4154.00 
E01001098,Croydon 037F,2946,4447,4244.00 
E01001028,Croydon 038A,3060,4419,4609.00 
E01001029,Croydon 038B,2946,4072,4277.00 
E01001030,Croydon 038C,2580,4349,4098.00 
E01001031,Croydon 038D,2603,4234,4038.00 
E01001094,Croydon 038E,3311,4565,4696.00 
E01001103,Croydon 039A,1917,3633,4537.00 
E01001105,Croydon 039B,658,1887,4647.00 
E01001106,Croydon 039C,566,2722,4129.00 
E01001121,Croydon 039D,1819,4089,4779.00 
E01001069,Croydon 040A,2313,3919,4029.00 
E01001070,Croydon 040B,1622,3030,4337.00 
E01001075,Croydon 040C,1917,3291,4168.00 
E01001099,Croydon 040D,1981,2899,2564.00 
E01001015,Croydon 041A,1020,2525,4035.00 
E01001016,Croydon 041B,2410,3488,4668.00 
E01001023,Croydon 041C,779,1978,4398.00 
E01001067,Croydon 041D,3227,4427,4505.00 
E01001074,Croydon 041E,2787,2766,4057.00 
E01001068,Croydon 042A,2946,3326,4557.00 
E01001071,Croydon 042B,2130,3211,4549.00 
E01001072,Croydon 042C,2635,4411,4777.00 
E01001104,Croydon 042D,2720,4063,4756.00 
E01001017,Croydon 043A,2905,4131,4723.00 
E01001024,Croydon 043B,1749,3499,3300.00 
E01001025,Croydon 043C,800,3505,2786.00 
E01001026,Croydon 043D,1129,2817,3281.00 
E01001027,Croydon 043E,1775,3691,4735.00 
E01001018,Croydon 044A,1558,3620,4634.00 
E01001019,Croydon 044B,2153,3991,4432.00 
E01001020,Croydon 044C,1558,3258,3868.00 
E01001021,Croydon 044D,112,626,4772.00 
E01001022,Croydon 044E,1090,3606,4652.00 
E01000990,Croydon 045A,143,325,1837.00 
E01001189,Croydon 045B,649,2016,910.00 
E01001190,Croydon 045C,1237,1672,3048.00 
E01001194,Croydon 045D,1682,2180,4357.00 
E01032569,Croydon 045E,200,140,3589.00 
E01001269,Ealing 001A,2652,2177,3404.00 
E01001271,Ealing 001B,1786,1907,3760.00 
E01001309,Ealing 001C,1715,2099,3729.00 
E01001310,Ealing 001D,1866,1984,2918.00 
E01001311,Ealing 001E,1216,941,3633.00 
E01001307,Ealing 002A,2580,2635,4400.00 
E01001308,Ealing 002B,3161,3040,4685.00 
E01001312,Ealing 002C,2485,2070,2441.00 
E01001313,Ealing 002D,2335,2414,1937.00 
E01001314,Ealing 002E,1966,2640,3419.00 
E01001315,Ealing 003A,954,1835,1783.00 
E01001316,Ealing 003B,786,527,2103.00 
E01001317,Ealing 003C,1141,1261,3746.00 
E01001318,Ealing 003D,772,756,3072.00 
E01001320,Ealing 003E,163,159,4202.00 
E01001321,Ealing 003F,1857,1597,3706.00 
E01001270,Ealing 004A,2066,2451,3321.00 
E01001319,Ealing 004B,846,2035,1332.00 
E01001322,Ealing 004C,1883,2037,4369.00 
E01001323,Ealing 004D,2635,1858,3757.00 
E01001341,Ealing 005A,1857,2017,2798.00 
E01001342,Ealing 005B,2590,1929,2217.00 
E01001343,Ealing 005C,1600,2287,3384.00 
E01001345,Ealing 005D,1028,1449,2085.00 
E01001265,Ealing 006A,1786,1743,4280.00 
E01001266,Ealing 006B,2368,2448,4536.00 
E01001267,Ealing 006C,1775,1145,3977.00 
E01001272,Ealing 006D,2167,2389,4374.00 
E01001349,Ealing 006E,864,1682,4502.00 
E01001344,Ealing 007A,3505,2024,4249.00 
E01001346,Ealing 007B,2231,2603,2808.00 
E01001347,Ealing 007C,1567,2259,4493.00 
E01001348,Ealing 007D,2245,2684,4076.00 
E01001257,Ealing 008A,465,110,1790.00 
E01001324,Ealing 008B,1457,1308,3609.00 
E01001326,Ealing 008C,846,638,4539.00 
E01001330,Ealing 008D,254,116,3456.00 
E01001332,Ealing 008E,649,295,1274.00 
E01001325,Ealing 009A,658,1206,4635.00 
E01001327,Ealing 009B,641,1081,3293.00 
E01001328,Ealing 009C,514,469,3974.00 
E01001329,Ealing 009D,824,1284,3500.00 
E01001331,Ealing 009E,344,197,1392.00 
E01001258,Ealing 010B,1382,1707,2568.00 
E01001262,Ealing 010C,658,947,3114.00 
E01001263,Ealing 010D,818,794,3681.00 
E01001264,Ealing 010E,1116,1282,3522.00 
E01032743,Ealing 010F,2502,1283,484.00 
E01032744,Ealing 010G,988,746,2342.00 
E01001276,Ealing 011A,2807,2147,3872.00 
E01001277,Ealing 011B,3548,3041,4358.00 
E01001278,Ealing 011C,3692,3033,4181.00 
E01001280,Ealing 011D,4115,3845,3914.00 
E01001218,Ealing 012A,1129,383,3270.00 
E01001260,Ealing 012B,2344,1851,3189.00 
E01001261,Ealing 012C,2485,1371,4122.00 
E01001268,Ealing 012D,2089,3071,3528.00 
E01001209,Ealing 013A,4103,4567,3277.00 
E01001211,Ealing 013B,4056,4127,2065.00 
E01001279,Ealing 013C,3931,4627,3061.00 
E01001281,Ealing 013D,4245,4596,3381.00 
E01001217,Ealing 014A,1175,1866,2175.00 
E01001259,Ealing 014B,824,1495,3126.00 
E01001291,Ealing 014C,1357,1479,1805.00 
E01001292,Ealing 014D,1567,2179,2169.00 
E01001293,Ealing 014E,1141,1429,1459.00 
E01001196,Ealing 015A,1896,576,2798.00 
E01001238,Ealing 015B,4788,1452,4077.00 
E01001239,Ealing 015C,1708,1245,4084.00 
E01001246,Ealing 015D,973,1310,4656.00 
E01001247,Ealing 015E,3469,1982,4691.00 
E01001210,Ealing 016A,1251,389,2760.00 
E01001282,Ealing 016B,742,1001,1530.00 
E01001283,Ealing 016C,1072,667,3124.00 
E01001285,Ealing 016D,1507,2066,2581.00 
E01001286,Ealing 016E,1612,1948,2587.00 
E01001287,Ealing 016F,566,1213,436.00 
E01001294,Ealing 017A,1805,1314,3457.00 
E01001295,Ealing 017B,1536,1583,1709.00 
E01001296,Ealing 017C,833,1142,1684.00 
E01001297,Ealing 017D,1515,1072,3034.00 
E01001298,Ealing 017E,1409,631,1986.00 
E01001204,Ealing 018A,3484,4082,1847.00 
E01001205,Ealing 018B,2223,1650,3007.00 
E01001206,Ealing 018C,1072,303,1523.00 
E01001207,Ealing 018D,3859,3825,1706.00 
E01001208,Ealing 018E,2990,4473,4349.00 
E01001212,Ealing 018F,4056,4221,3360.00 
E01001222,Ealing 019A,4766,2896,2201.00 
E01001224,Ealing 019B,4181,4657,2931.00 
E01001226,Ealing 019C,4170,4073,2798.00 
E01001227,Ealing 019D,3964,4543,1937.00 
E01001228,Ealing 019E,4421,4022,3165.00 
E01001221,Ealing 020A,4672,3529,3510.00 
E01001223,Ealing 020B,4194,4490,2714.00 
E01001225,Ealing 020C,4521,4143,2873.00 
E01001235,Ealing 020D,4521,4383,3252.00 
E01001236,Ealing 020E,4234,3946,1338.00 
E01001273,Ealing 020F,3925,4482,3996.00 
E01001274,Ealing 020G,3178,4252,3189.00 
E01001275,Ealing 020H,4618,3799,3818.00 
E01001195,Ealing 021A,3006,2806,4083.00 
E01001197,Ealing 021B,2831,2718,4046.00 
E01001198,Ealing 021C,2831,3117,749.00 
E01001199,Ealing 021D,3169,2437,663.00 
E01001284,Ealing 022A,2009,3389,4236.00 
E01001288,Ealing 022B,2517,3477,1937.00 
E01001289,Ealing 022C,2451,3568,1054.00 
E01001290,Ealing 022D,3838,3502,4292.00 
E01001213,Ealing 023A,1600,437,1554.00 
E01001214,Ealing 023B,2130,1526,2854.00 
E01001215,Ealing 023C,1322,491,1957.00 
E01001216,Ealing 023D,1813,1621,1372.00 
E01001361,Ealing 023E,895,373,3989.00 
E01001240,Ealing 024A,2106,1538,2309.00 
E01001241,Ealing 024B,1587,2000,3843.00 
E01001242,Ealing 024C,1842,2341,2506.00 
E01001243,Ealing 024D,2492,1498,2696.00 
E01001244,Ealing 024E,4442,1197,2589.00 
E01001245,Ealing 024F,4208,3236,771.00 
E01001200,Ealing 025A,3279,3441,1232.00 
E01001201,Ealing 025B,3354,3590,1001.00 
E01001202,Ealing 025C,3407,1297,1763.00 
E01001203,Ealing 025D,3227,1487,436.00 
E01001351,Ealing 025E,3576,1940,2274.00 
E01001359,Ealing 026A,1587,348,1191.00 
E01001360,Ealing 026B,1474,802,1348.00 
E01001362,Ealing 026C,1786,388,2978.00 
E01001363,Ealing 026D,355,283,1232.00 
E01001364,Ealing 026E,730,143,928.00 
E01001365,Ealing 026F,1736,487,4216.00 
E01001231,Ealing 027A,4295,4066,4039.00 
E01001234,Ealing 027B,3829,3433,3541.00 
E01001350,Ealing 027C,3522,3684,3474.00 
E01001352,Ealing 027D,3505,3782,1710.00 
E01001354,Ealing 027E,3917,3794,3208.00 
E01001249,Ealing 028A,3898,1232,1640.00 
E01001250,Ealing 028B,3423,1466,3015.00 
E01001255,Ealing 028C,3247,4033,2022.00 
E01001383,Ealing 028D,3976,3955,854.00 
E01001388,Ealing 028E,3065,2083,2033.00 
E01001389,Ealing 028F,3711,3143,1324.00 
E01001219,Ealing 029A,558,78,1797.00 
E01001220,Ealing 029B,71,22,4627.00 
E01001334,Ealing 029C,290,21,1696.00 
E01001337,Ealing 029D,1558,1196,4705.00 
E01001338,Ealing 029E,2066,1050,4371.00 
E01001339,Ealing 029F,1090,543,4531.00 
E01001340,Ealing 029G,2252,1457,980.00 
E01001251,Ealing 030A,3247,3225,2173.00 
E01001252,Ealing 030B,2995,2187,2268.00 
E01001253,Ealing 030C,2895,2843,1760.00 
E01001254,Ealing 030D,3540,3589,2530.00 
E01001229,Ealing 031A,1896,1711,2418.00 
E01001230,Ealing 031B,3917,4407,2240.00 
E01001232,Ealing 031C,2965,3352,2620.00 
E01001233,Ealing 031D,2946,2929,1894.00 
E01001237,Ealing 031E,4271,4449,2901.00 
E01001386,Ealing 031F,4550,4548,3555.00 
E01001303,Ealing 032A,4291,4381,1725.00 
E01001382,Ealing 032B,3852,4570,2420.00 
E01001384,Ealing 032C,4129,4056,735.00 
E01001385,Ealing 032D,4129,4319,1714.00 
E01001387,Ealing 032E,3964,3932,3042.00 
E01001353,Ealing 033A,3331,1994,2298.00 
E01001355,Ealing 033B,3210,2256,1465.00 
E01001356,Ealing 033C,1191,51,318.00 
E01001357,Ealing 033D,324,515,784.00 
E01001358,Ealing 033E,465,42,3110.00 
E01001375,Ealing 034A,4547,4682,1302.00 
E01001377,Ealing 034B,4553,4694,2224.00 
E01001379,Ealing 034C,4435,4674,1197.00 
E01001381,Ealing 034D,3618,3102,3356.00 
E01001248,Ealing 035A,2531,3036,4491.00 
E01001299,Ealing 035B,3815,4126,2784.00 
E01001305,Ealing 035C,3936,4387,1541.00 
E01001306,Ealing 035D,3971,4261,1609.00 
E01001366,Ealing 037A,1116,270,1889.00 
E01001367,Ealing 037B,856,65,2410.00 
E01001368,Ealing 037C,730,483,1123.00 
E01001370,Ealing 037D,1053,450,4173.00 
E01001371,Ealing 037E,1258,198,2400.00 
E01001372,Ealing 037F,755,252,1120.00 
E01001373,Ealing 037G,482,223,1604.00 
E01001333,Ealing 038A,1197,127,3293.00 
E01001335,Ealing 038B,2623,2691,4268.00 
E01001336,Ealing 038C,1488,1408,3063.00 
E01001369,Ealing 038D,1648,230,1530.00 
E01001300,Ealing 039A,3983,4463,1284.00 
E01001301,Ealing 039B,4503,3480,3040.00 
E01001302,Ealing 039C,3664,4027,3742.00 
E01001304,Ealing 039D,3951,3953,854.00 
E01001374,Ealing 040A,4322,3910,1140.00 
E01001376,Ealing 040B,3460,3074,1637.00 
E01001380,Ealing 040C,4299,4290,1988.00 
E01032572,Ealing 040D,4277,4216,2735.00 
E01001444,Enfield 001A,824,988,3804.00 
E01001446,Enfield 001B,730,548,2075.00 
E01001546,Enfield 001C,456,736,2926.00 
E01001552,Enfield 001D,742,1427,3312.00 
E01001442,Enfield 002A,71,31,846.00 
E01001545,Enfield 002B,132,90,3795.00 
E01001547,Enfield 002C,674,636,3024.00 
E01001548,Enfield 002D,641,452,3484.00 
E01001551,Enfield 002E,300,235,3542.00 
E01001445,Enfield 003B,2298,884,4733.00 
E01001447,Enfield 003C,901,162,2166.00 
E01001448,Enfield 003D,1020,416,1674.00 
E01001449,Enfield 003E,408,590,2889.00 
E01033148,Enfield 003F,1367,844,4175.00 
E01033150,Enfield 003G,2034,1183,1777.00 
E01001408,Enfield 004A,2440,3206,1454.00 
E01001411,Enfield 004B,2959,3126,2163.00 
E01001412,Enfield 004C,1106,2244,4834.00 
E01001413,Enfield 004D,2203,3895,4301.00 
E01001414,Enfield 004E,604,234,4016.00 
E01001407,Enfield 005A,1314,2516,4666.00 
E01001409,Enfield 005B,1409,677,2195.00 
E01001410,Enfield 005C,674,142,1702.00 
E01001516,Enfield 005D,538,901,3681.00 
E01001537,Enfield 005E,1990,2878,2219.00 
E01001439,Enfield 006A,382,88,2533.00 
E01001441,Enfield 006B,183,126,3720.00 
E01001517,Enfield 006C,186,11,2093.00 
E01001549,Enfield 006D,382,25,3628.00 
E01001550,Enfield 006E,203,607,2638.00 
E01001433,Enfield 007A,148,221,3730.00 
E01001434,Enfield 007B,271,780,2009.00 
E01001435,Enfield 007C,271,994,1674.00 
E01001436,Enfield 007D,923,979,2295.00 
E01001438,Enfield 007E,533,486,3277.00 
E01001469,Enfield 008A,1917,2820,2745.00 
E01001536,Enfield 008B,3199,3578,4138.00 
E01001540,Enfield 008C,3130,3082,3108.00 
E01001541,Enfield 008D,2531,3777,2098.00 
E01001542,Enfield 008E,1528,1686,2137.00 
E01001538,Enfield 009A,1367,3493,3074.00 
E01001539,Enfield 009B,1775,3274,2660.00 
E01001543,Enfield 009C,1276,3491,2497.00 
E01001544,Enfield 009D,2089,3627,3518.00 
E01001457,Enfield 010A,3295,3722,3160.00 
E01001468,Enfield 010B,1736,3768,4566.00 
E01001471,Enfield 010C,3006,3305,3885.00 
E01001472,Enfield 010D,2823,3207,3036.00 
E01001474,Enfield 010E,3522,4144,3986.00 
E01001415,Enfield 011A,1911,2793,4677.00 
E01001417,Enfield 011B,3161,4653,4823.00 
E01001418,Enfield 011C,2608,2917,4453.00 
E01001422,Enfield 011D,3268,4746,4736.00 
E01001440,Enfield 012A,265,535,3600.00 
E01001504,Enfield 012B,163,725,2093.00 
E01001505,Enfield 012C,730,417,2281.00 
E01001507,Enfield 012D,1062,119,3185.00 
E01001508,Enfield 012E,1930,266,2483.00 
E01001513,Enfield 012F,680,517,4633.00 
E01001416,Enfield 013A,3111,4302,3657.00 
E01001470,Enfield 013B,1943,3743,4764.00 
E01001473,Enfield 013C,1266,2770,4596.00 
E01001475,Enfield 013D,2917,4042,3746.00 
E01001437,Enfield 014A,1402,148,4789.00 
E01001506,Enfield 014B,482,160,4766.00 
E01001509,Enfield 014C,604,189,1459.00 
E01001510,Enfield 014D,33,3,1533.00 
E01001405,Enfield 015A,2889,3223,3262.00 
E01001406,Enfield 015B,1930,2142,2422.00 
E01001450,Enfield 015C,2946,2269,3858.00 
E01001512,Enfield 015D,2323,2265,2223.00 
E01001515,Enfield 015E,1258,174,1134.00 
E01001401,Enfield 016A,954,3021,1487.00 
E01001478,Enfield 016B,514,1219,3618.00 
E01001484,Enfield 016C,423,1144,3690.00 
E01001511,Enfield 016D,1507,2163,3994.00 
E01001514,Enfield 016E,1981,2085,1263.00 
E01001518,Enfield 016F,2410,2759,4383.00 
E01001451,Enfield 017A,2451,3742,4452.00 
E01001452,Enfield 017B,2189,4382,4468.00 
E01001453,Enfield 017C,3036,4119,4307.00 
E01001454,Enfield 017D,3077,4220,3988.00 
E01001476,Enfield 018A,705,809,2398.00 
E01001477,Enfield 018B,604,311,4496.00 
E01001481,Enfield 018C,489,627,1922.00 
E01001502,Enfield 018D,689,346,3315.00 
E01001503,Enfield 018E,818,635,1889.00 
E01001520,Enfield 019A,2926,3160,3839.00 
E01001522,Enfield 019B,3261,3317,2442.00 
E01001523,Enfield 019C,2990,3692,4326.00 
E01001524,Enfield 019D,2002,2871,3103.00 
E01001526,Enfield 019E,2758,3753,3345.00 
E01001419,Enfield 020A,3423,3091,4490.00 
E01001420,Enfield 020B,1197,1608,3853.00 
E01001421,Enfield 020C,1842,1062,2266.00 
E01001519,Enfield 020D,4639,2879,3835.00 
E01001525,Enfield 020E,3130,3137,2873.00 
E01001398,Enfield 021A,1896,3921,1973.00 
E01001399,Enfield 021B,1499,3607,2961.00 
E01001400,Enfield 021C,1981,3621,2975.00 
E01001402,Enfield 021D,3285,3805,3826.00 
E01001403,Enfield 021E,1550,2641,3912.00 
E01001455,Enfield 021F,2085,3549,2921.00 
E01001456,Enfield 022A,2635,4457,3172.00 
E01001564,Enfield 022B,3501,4139,2832.00 
E01001567,Enfield 022C,3161,4303,3561.00 
E01001568,Enfield 022D,2689,4345,4618.00 
E01001569,Enfield 022E,3664,3767,3436.00 
E01001479,Enfield 023A,762,440,2987.00 
E01001482,Enfield 023B,658,212,2009.00 
E01001487,Enfield 023C,762,177,1134.00 
E01001489,Enfield 023D,604,405,2038.00 
E01001491,Enfield 023E,943,282,1504.00 
E01001459,Enfield 024A,981,885,2630.00 
E01001460,Enfield 024B,597,193,1001.00 
E01001462,Enfield 024C,423,424,745.00 
E01001480,Enfield 024D,786,867,2323.00 
E01001488,Enfield 024E,916,752,1172.00 
E01001483,Enfield 025A,71,36,4384.00 
E01001485,Enfield 025B,641,173,1074.00 
E01001486,Enfield 025C,689,77,2070.00 
E01001492,Enfield 025E,1028,425,1607.00 
E01033146,Enfield 025F,208,132,1299.00 
E01033151,Enfield 025G,132,17,4488.00 
E01001404,Enfield 026A,1141,2518,4317.00 
E01001493,Enfield 026B,1883,1276,2858.00 
E01001494,Enfield 026C,1175,2392,1748.00 
E01001496,Enfield 026D,2147,3108,3130.00 
E01001570,Enfield 026E,2502,2815,4061.00 
E01001423,Enfield 027A,671,540,2247.00 
E01001425,Enfield 027B,514,24,4042.00 
E01001428,Enfield 027C,355,215,1674.00 
E01001461,Enfield 027D,584,67,3390.00 
E01001464,Enfield 027E,44,259,2387.00 
E01001521,Enfield 028A,3753,3995,4254.00 
E01001531,Enfield 028B,3337,4378,2783.00 
E01001532,Enfield 028C,4096,4362,3386.00 
E01001533,Enfield 028D,3055,4347,3680.00 
E01001535,Enfield 028E,2313,3787,4005.00 
E01001495,Enfield 029A,3611,3201,1621.00 
E01001498,Enfield 029B,3514,2794,2224.00 
E01001563,Enfield 029C,2972,3197,2286.00 
E01001565,Enfield 029D,3194,3277,2711.00 
E01001566,Enfield 029E,3753,4097,2341.00 
E01001424,Enfield 030A,260,135,164.00 
E01001426,Enfield 030B,504,129,3554.00 
E01001427,Enfield 030C,376,12,4724.00 
E01001429,Enfield 030D,1430,18,2967.00 
E01001430,Enfield 030E,112,5,881.00 
E01001463,Enfield 031A,509,1022,3133.00 
E01001465,Enfield 031B,671,1068,2787.00 
E01001466,Enfield 031C,696,326,545.00 
E01001467,Enfield 031D,1129,633,657.00 
E01001497,Enfield 031E,934,1450,2409.00 
E01001499,Enfield 031F,1558,1965,2504.00 
E01001392,Enfield 032A,3622,3484,1714.00 
E01001528,Enfield 032B,696,209,2510.00 
E01001529,Enfield 032C,1567,518,1818.00 
E01001530,Enfield 032D,2099,2760,2510.00 
E01001534,Enfield 032E,2921,3451,4048.00 
E01001431,Enfield 033A,300,93,1240.00 
E01001432,Enfield 033B,954,165,1600.00 
E01001555,Enfield 033C,794,231,1332.00 
E01001557,Enfield 033D,550,496,1123.00 
E01001558,Enfield 033E,366,64,1514.00 
E01001559,Enfield 033F,1340,226,4625.00 
E01001394,Enfield 035A,1419,964,1935.00 
E01001395,Enfield 035B,806,664,2936.00 
E01001397,Enfield 035C,2531,1149,3479.00 
E01001500,Enfield 035D,1768,2862,2737.00 
E01001556,Enfield 035E,1090,1394,2635.00 
E01001560,Enfield 035F,680,644,3149.00 
E01001390,Enfield 036A,4232,3363,1609.00 
E01001391,Enfield 036B,2644,1339,1185.00 
E01001393,Enfield 036C,4198,2556,2052.00 
E01001396,Enfield 036D,1331,1814,1499.00 
E01001501,Enfield 036E,3236,2208,3519.00 
E01001527,Enfield 036F,2874,3448,4011.00 
E01001458,Enfield 037A,456,29,1755.00 
E01001553,Enfield 037B,186,106,2368.00 
E01001554,Enfield 037C,434,9,967.00 
E01001562,Enfield 037D,839,72,1394.00 
E01032574,Enfield 037E,1166,369,3882.00 
E01001690,Greenwich 001A,1578,886,1254.00 
E01001692,Greenwich 001B,413,594,193.00 
E01001693,Greenwich 001C,538,473,1251.00 
E01001694,Greenwich 001D,1678,1580,3976.00 
E01001687,Greenwich 002A,514,1216,4087.00 
E01001688,Greenwich 002B,3683,1869,3849.00 
E01033739,Greenwich 002E,2057,1897,900.00 
E01033740,Greenwich 002F,2307,2545,1800.00 
E01033741,Greenwich 002G,2768,2240,4393.00 
E01033743,Greenwich 002H,2895,2090,4653.00 
E01033745,Greenwich 002I,2381,2304,4389.00 
E01001575,Greenwich 003A,566,478,2650.00 
E01001576,Greenwich 003B,382,455,2928.00 
E01001577,Greenwich 003C,1072,463,2553.00 
E01001578,Greenwich 003D,2057,1448,3224.00 
E01001579,Greenwich 003E,674,893,3054.00 
E01001709,Greenwich 004B,329,707,4558.00 
E01001711,Greenwich 004C,2078,1770,1962.00 
E01001712,Greenwich 004D,2368,827,1821.00 
E01033731,Greenwich 004E,2559,3308,2432.00 
E01033734,Greenwich 004F,3257,3310,517.00 
E01033735,Greenwich 004G,1749,1037,629.00 
